mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur
5	5	13/2	1.0	1/8	1/8	Chord	3/8	1	2	1/4			1/4	1	20					
5	5	6	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	21					
5	5	13/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4			1/4	1	22					
6	6	15/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	23					
6	6	8	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24			1/16	2/3	24					
6	6	49/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24			1/16	2/3	25					
6	6	25/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24			1/16	2/3	26					
6	6	17/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	27					
6	6	15/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	28					
6	6	8	0.75	1/8	1/8	Chord	3/8	1	2	3/16			1/8	3/2	29					
6	6	35/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16			1/16	1	30					
6	6	15/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	31					
6	6	8	0.75	1/8	1/8	Chord	3/8	2	1	3/16			1/8	3/2	32					
6	6	35/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	33					
7	7	9	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	34					
7	7	75/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	35					
7	7	19/2	0.375	1/8	1/8	Chord	3/8	1	1	3/32			1/16	3/2	36		articStaccatissimoAbove			
7	7	79/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32			1/32	1	37					
7	7	10	0.375	1/4	1/4	Chord	3/8	1	1	3/32			1/16	3/2	38		articStaccatissimoAbove			
7	7	83/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	39					
7	7	9	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	40					
7	7	19/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	41					
7	7	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	42					
8	8	21/2	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	43					
8	8	87/8	0.0625	3/32	3/32	Chord	3/8	1	1	1/64			1/64	1	44					
8	8	175/16	0.0625	7/64	7/64	Chord	3/8	1	1	1/64			1/64	1	45					
8	8	11	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	46					
8	8	21/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	47					
8	8	11	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	48					
9	9	12	0.0	0	0	Dynamic	3/8	1	1	0						p				
9	9	12	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	49					4
9	9	25/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	50					
9	9	53/4	0.08333333333333333	5/16	5/16	Chord	3/8	1	1	1/48			1/32	2/3	51					
9	9	40/3	0.08333333333333333	1/3	1/3	Chord	3/8	1	1	1/48			1/32	2/3	52					
9	9	161/12	0.08333333333333333	17/48	17/48	Chord	3/8	1	1	1/48			1/32	2/3	53					
9	9	13	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	54					
10	10	27/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	55					5
10	10	55/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	56		ornamentTurn			
10	10	14	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	57					
10	10	27/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	58					
10	10	14	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	59					
11	11	15	0.0	0	0	Dynamic	3/8	1	1	0						f				
11	11	15	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	60					6
11	11	31/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	61					6
11	11	16	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	62					
11	11	16	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	63					
11	11	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	64					
12	12	33/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	65					
12	12	35/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	66					
12	12	33/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	67					
12	12	17	0.16666666666666666	1/8	1/8	Chord	3/8	1	2	1/24			1/16	2/3	68					
12	12	103/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	2	1/24			1/16	2/3	69					
12	12	52/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	2	1/24			1/16	2/3	70					
12	12	35/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	71					
12	12	33/2	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	72					
12	12	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	73					
12	12	35/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8			1/8	1	74					
13	13	18	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	75					
13	13	37/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	76					7
13	13	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	77		ornamentShortTrill			
13	13	18	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	78					
13	13	18	1.0	0	0	Chord	3/8	2	2	1/4			1/4	1	79					
13	13	19	0.5	1/4	1/4	Chord	3/8	2	2	1/8			1/8	1	80					
14	14	39/2	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	81					
14	14	159/8	0.0625	3/32	3/32	Chord	3/8	1	1	1/64			1/64	1	82					
14	14	319/16	0.0625	7/64	7/64	Chord	3/8	1	1	1/64			1/64	1	83					
14	14	20	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	84					
14	14	39/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	85					
14	14	20	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	86					
15	15	21	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	87					8
15	15	85/4	0.0	1/16	1/16	Dynamic	3/8	1	1	0						p				
15	15	85/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	88					
15	15	43/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	89					9
15	15	87/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	90					
15	15	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	91					
15	15	43/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	92					
15	15	22	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	93					
16	16	45/2	0.0	0	0	Dynamic	3/8	1	1	0						f				
16	16	45/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	94					10
16	16	91/4	0.0	1/16	1/16	Dynamic	3/8	1	1	0						p				
16	16	91/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	95					
16	16	23	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	96					11
16	16	93/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	97					
16	16	47/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	98					
16	16	45/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	99					
16	16	23	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	100					
16	16	47/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	101					
17	17	24	0.75	0	0	Chord	3/8	1	1	3/16			1/8	3/2	102					
17	17	99/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	103					
17	17	25	0.125	1/4	1/4	Chord	3/8	1	1	1/32			1/32	1	104					
17	17	201/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32			1/32	1	105					
17	17	101/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	106					
17	17	203/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	107					
17	17	49/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0						f				
17	17	49/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	108					
17	17	25	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	109					
18	18	51/2	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	110					
18	18	51/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	111		ornamentTurn			
18	18	26	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	112					
18	18	51/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	113					
18	18	26	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	114					
19	19	27	0.0	0	0	Dynamic	3/8	1	1	0						p				
19	19	27	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	115					12
19	19	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	116					
19	19	55/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	117					13
19	19	28	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	118					
20	20	57/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	119					14
20	20	59/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	120					
20	20	29	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	121					15
20	20	59/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	122					
21	21	30	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	123					16
21	21	31	0.125	1/4	1/4	Chord	3/8	1	1	1/32			1/32	1	124					
21	21	249/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32			1/32	1	125					
21	21	125/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	126					
21	21	251/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	127					
21	21	61/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	128					
21	21	31	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	129					
22	22	63/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	130					17
22	22	32	0.0	1/8	1/8	Dynamic	3/8	1	1	0						f				
22	22	32	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	131					
22	22	63/2	0.75	0	0	Chord	3/8	2	1	3/16			1/8	3/2	132					
22	22	129/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	133					
22	22	65/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	134		articStaccatissimoAbove			
22	22	131/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	135					
23	23	33	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	136					18
23	23	67/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	137					18
23	23	34	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	138					
23	23	34	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	139					
23	23	33	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	140					
24	24	69/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	141					19
24	24	71/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	142		ornamentMordent			
24	24	69/2	1.5	0	0	Chord	3/8	1	2	3/8			1/4	3/2	143					
25	25	36	0.0	0	0	Dynamic	3/8	1	1	0						p				
25	25	36	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	144					20
25	25	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	145					20
25	25	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	146					
25	25	37	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	147					
26	26	75/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	148					21
26	26	77/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	149		ornamentMordent			
26	26	75/2	1.5	0	0	Chord	3/8	1	2	3/8			1/4	3/2	150					
27	27	39	0.0	0	0	Dynamic	3/8	1	1	0						f				
27	27	39	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	151					
27	27	79/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24			1/16	2/3	152					
27	27	119/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24			1/16	2/3	153					
27	27	239/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24			1/16	2/3	154					
27	27	40	0.375	1/4	1/4	Chord	3/8	1	1	3/32			1/16	3/2	155		articStaccatissimoAbove			
27	27	323/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	156					
27	27	39	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	157					
27	27	79/2	1.0	1/8	1/8	Chord	3/8	1	2	1/4			1/4	1	158					
27	27	39	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	159					
27	27	79/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4			1/4	1	160					
28	28	81/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	161					22
28	28	41	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24			1/16	2/3	162					
28	28	247/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24			1/16	2/3	163					
28	28	124/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24			1/16	2/3	164					
28	28	83/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24			1/16	2/3	165					
28	28	125/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24			1/16	2/3	166					
28	28	251/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24			1/16	2/3	167					
28	28	41	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	168					
28	28	83/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	169					
29	29	42	0.16666666666666666	0	0	Chord	3/8	1	1	1/24			1/16	2/3	170					
29	29	253/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24			1/16	2/3	171					
29	29	127/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24			1/16	2/3	172					
29	29	85/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4			1/4	1	173		ornamentUpPrall			
29	29	42	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	174					
29	29	85/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	175					
29	29	43	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	176					
30	30	87/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	177					
30	30	87/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	178					
30	30	44	0.375	1/8	1/8	Chord	3/8	2	1	3/32			1/16	3/2	179		articStaccatissimoBelow			
30	30	355/8	0.125	7/32	7/32	Chord	3/8	2	1	1/32			1/32	1	180					
30	30	89/2	0.375	1/4	1/4	Chord	3/8	2	1	3/32			1/16	3/2	181		articStaccatissimoBelow			
30	30	359/8	0.125	11/32	11/32	Chord	3/8	2	1	1/32			1/32	1	182					
31	31	45	0.0	0	0	Dynamic	3/8	1	1	0						p				
31	31	45	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	183					23
31	31	91/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	184					23
31	31	46	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	185					
31	31	45	1.0	0	0	Chord	3/8	1	2	1/4			1/4	1	186					
31	31	46	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	187					
31	31	45	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	188					
32	32	93/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	189					24
32	32	47	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	190					24
32	32	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	191					
32	32	93/2	1.0	0	0	Chord	3/8	1	2	1/4			1/4	1	192					
32	32	95/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	193					
32	32	93/2	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	194					
33	33	48	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	195					
33	33	97/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	196					25
33	33	195/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	197					
33	33	49	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	198					26
33	33	197/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	199					
33	33	48	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	200					
33	33	97/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	201					
33	33	49	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	202					
33	33	48	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	203					
34	34	99/2	0.0	0	0	Chord	3/8	1	1	0	grace32		1/32	1	204					
34	34	99/2	0.0	0	0	Chord	3/8	1	1	0	grace32		1/32	1	205					
34	34	99/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	206					27
34	34	50	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	207					
34	34	99/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	208					
34	34	50	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	209					
34	34	99/2	0.75	0	0	Chord	3/8	2	1	3/16			1/8	3/2	210					
34	34	201/4	0.0	3/16	3/16	Dynamic	3/8	2	1	0						f				
34	34	201/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	211					
34	34	101/2	0.375	1/4	1/4	Chord	3/8	2	1	3/32			1/16	3/2	212		articStaccatissimoBelow			
34	34	407/8	0.125	11/32	11/32	Chord	3/8	2	1	1/32			1/32	1	213					
35	35	51	0.0	0	0	Dynamic	3/8	1	1	0						pp				
35	35	51	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	214					28
35	35	103/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	215					28
35	35	52	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	216					
35	35	103/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	217					
35	35	52	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	218					
35	35	51	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	219					
36	36	105/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	220					29
36	36	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	221					
36	36	105/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	222					
36	36	53	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	223					
36	36	107/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	224					
36	36	105/2	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	225					
37	37	54	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	226					30
37	37	109/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	227					30
37	37	55	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	228					
37	37	54	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	229					
37	37	109/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	230					
37	37	55	0.5	1/4	1/4	Chord	3/8	1	2	1/8			1/8	1	231					
37	37	54	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	232					
37	37	55	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	233					
38	38	111/2	0.0	0	0	Chord	3/8	1	1	0	grace32		1/32	1	234					
38	38	111/2	0.0	0	0	Chord	3/8	1	1	0	grace32		1/32	1	235					
38	38	111/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	236					31
38	38	56	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	237					
38	38	113/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						f				
38	38	111/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	238					
38	38	56	0.5	1/8	1/8	Chord	3/8	1	2	1/8			1/8	1	239					
38	38	111/2	0.75	0	0	Chord	3/8	2	1	3/16			1/8	3/2	240					
38	38	225/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	241					
38	38	113/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	242		articStaccatissimoBelow			
38	38	227/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	243					
39	39	57	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	244					32
39	39	115/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	245					32
39	39	58	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	246					
39	39	57	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	247					
39	39	58	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	248					
40	40	117/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	249					33
40	40	119/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	250		ornamentMordent			
40	40	117/2	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	251					
41	41	60	0.0	0	0	Dynamic	3/8	1	1	0						p				
41	41	60	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	252					34
41	41	121/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	253					34
41	41	61	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	254					
41	41	61	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	255					
42	42	123/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	256					35
42	42	125/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	257		ornamentMordent			
42	42	123/2	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	258					
43	43	63	0.0	0	0	Dynamic	3/8	1	1	0						f				
43	43	63	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	259					
43	43	127/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24			1/16	2/3	260					
43	43	191/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24			1/16	2/3	261					
43	43	383/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24			1/16	2/3	262					
43	43	64	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	263					
43	43	63	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	264					
43	43	127/2	1.0	1/8	1/8	Chord	3/8	1	2	1/4			1/4	1	265					
43	43	63	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	266					
43	43	127/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4			1/4	1	267					
44	44	129/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	268					
44	44	65	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24			1/16	2/3	269					
44	44	391/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24			1/16	2/3	270					
44	44	196/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24			1/16	2/3	271					
44	44	131/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	272					
44	44	129/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	273					
44	44	65	0.75	1/8	1/8	Chord	3/8	1	2	3/16			1/8	3/2	274					
44	44	263/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16			1/16	1	275					
44	44	129/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	276					
44	44	65	0.75	1/8	1/8	Chord	3/8	2	1	3/16			1/8	3/2	277					
44	44	263/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	278					
45	45	66	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	279					
45	45	531/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	280					
45	45	133/2	0.375	1/8	1/8	Chord	3/8	1	1	3/32			1/16	3/2	281		articStaccatissimoAbove			
45	45	535/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32			1/32	1	282					
45	45	67	0.375	1/4	1/4	Chord	3/8	1	1	3/32			1/16	3/2	283		articStaccatissimoAbove			
45	45	539/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	284					
45	45	66	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	285					
45	45	133/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	286					
45	45	67	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	287					
46	46	135/2	0.75	0	0	Chord	3/8	1	1	3/16			1/8	3/2	288					
46	46	273/4	0.0	3/16	3/16	Dynamic	3/8	1	1	0						p				
46	46	273/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32			1/32	1	289					
46	46	547/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32			1/32	1	290					
