mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
26	26	413/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	299						
26	26	50	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	300		articStaccatissimoBelow				
26	26	101/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	301		articStaccatissimoBelow				
27	27	52	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	302						
27	27	417/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	303						
27	27	105/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						f					
27	27	105/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	304						
27	27	421/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	305						
27	27	211/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	306						
27	27	423/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	307						
27	27	53	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	308						
27	27	425/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	309						
27	27	213/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	310						
27	27	427/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	311						
27	27	107/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	312						
27	27	429/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	313						
27	27	215/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	314						
27	27	431/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	315						
27	27	105/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	316						
27	27	53	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	317						
27	27	107/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	318						
28	28		1.0	1	0	0	Chord	2/4	1	1	1/4			1/4	1	319		articStaccatissimoBelow				
28	28		0.0	1	1/4	1/4	Dynamic	2/4	1	1	0						ff					
28	28		0.0	1	1/4	1/4	StaffText	2/4	1	1	0								ten.			
28	28		1.0	1	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	320						
28	28		1.0	1	0	0	Chord	2/4	2	1	1/4			1/4	1	321		articStaccatissimoAbove				
29	28	54	1.0	2	0	0	Chord	2/4	1	1	1/4			1/4	1	322		articStaccatissimoBelow				
29	28	55	0.0	2	1/4	1/4	Dynamic	2/4	1	1	0						ff					
29	28	55	0.0	2	1/4	1/4	StaffText	2/4	1	1	0								ten.			
29	28	55	1.0	2	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	323						
29	28	54	1.0	2	0	0	Chord	2/4	2	1	1/4			1/4	1	324		articStaccatissimoAbove				
29	28	55	1.0	2	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	325						
30	29	56	0.0		0	0	StaffText	2/4	1	1	0								ten.			
30	29	56	0.0		0	0	Dynamic	2/4	1	1	0						f					
30	29	56	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	326						
30	29	57	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	327						
30	29	457/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	328						
30	29	115/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	329						
30	29	461/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	330						
30	29	113/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	331						
30	29	57	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	332						
30	29	115/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	333						
31	30	58	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	334						
31	30	465/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	335						
31	30	117/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	336		ornamentShortTrill				
31	30	469/8	0.375		5/32	5/32	Chord	2/4	1	1	3/32			1/16	3/2	337						
31	30	59	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	338						27
31	30	237/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	339						
31	30	119/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	340						28
31	30	239/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	341						
31	30	58	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	342						
31	30	117/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	343						
31	30	59	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	344						
32	31	60	0.0		0	0	StaffText	2/4	1	1	0								ten.			
32	31	60	0.0		0	0	Dynamic	2/4	1	1	0						p					
32	31	60	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	345						
32	31	61	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	346						
32	31	489/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	347						
32	31	123/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	348						
32	31	493/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	349						
32	31	121/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	350						
32	31	61	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	351						
32	31	123/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	352						
33	32	62	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	353						
33	32	497/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	354						
33	32	125/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	355		ornamentShortTrill				
33	32	501/8	0.375		5/32	5/32	Chord	2/4	1	1	3/32			1/16	3/2	356						
33	32	63	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	357						29
33	32	253/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	358						
33	32	127/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	359						30
33	32	255/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	360						
33	32	62	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	361						
33	32	125/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	362						
33	32	63	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	363						
34	33	64	0.0		0	0	Dynamic	2/4	1	1	0						f					
34	33	64	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	364						
34	33	513/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	365						
34	33	129/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	366						
34	33	194/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	367						
34	33	389/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	368						
34	33	65	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	369						
34	33	391/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	370						
34	33	196/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	371						
34	33	131/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	372						
34	33	525/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	373						
34	33	129/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	374						
34	33	65	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	375						
35	34	66	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	376						
35	34	397/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	377						
35	34	199/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	378						
35	34	133/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	379						
35	34	200/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	380						
35	34	401/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	381						
35	34	67	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	382						
35	34	537/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	383						
35	34	135/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	384						
35	34	203/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	385						
35	34	407/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	386						
35	34	66	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	387						
35	34	133/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	388						
35	34	135/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	389						
36	35	68	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	390						
36	35	409/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	391						
36	35	205/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	392						
36	35	137/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	393						
36	35	206/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	394						
36	35	413/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	395						
36	35	69	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	396						
36	35	415/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	397						
36	35	208/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	398						
36	35	139/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	399						
36	35	209/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	400						
36	35	419/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	401						
36	35	68	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	402						
36	35	137/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	403						
36	35	69	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	404						
36	35	139/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	405						
37	36	70	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	406		articStaccatissimoBelow				
37	36	141/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	407		articStaccatissimoBelow				
37	36	71	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	408						
37	36	70	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	409		articStaccatissimoAbove				
37	36	71	1.0		1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	410						
38	37	72	0.0		0	0	StaffText	2/4	1	1	0								ten.			
38	37	72	0.0		0	0	Dynamic	2/4	1	1	0						f					
38	37	72	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	411						
38	37	73	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	412						
38	37	585/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	413						
38	37	147/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	414						
38	37	589/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	415						
38	37	145/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	416						
38	37	73	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	417						
38	37	147/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	418						
39	38	74	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	419						
39	38	593/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	420						
39	38	149/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	421		ornamentShortTrill				
39	38	597/8	0.375		5/32	5/32	Chord	2/4	1	1	3/32			1/16	3/2	422						
39	38	75	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	423						31
39	38	301/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	424						
39	38	151/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	425						32
39	38	303/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	426						
39	38	74	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	427						
39	38	149/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	428						
39	38	75	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	429						
40	39	76	0.0		0	0	StaffText	2/4	1	1	0								ten.			
40	39	76	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	430						
40	39	77	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	431						
40	39	617/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	432						
40	39	155/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	433						
40	39	621/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	434						
40	39	153/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	435						
40	39	77	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	436						
40	39	155/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	437						
40	39	76	0.0		0	0	Dynamic	2/4	2	1	0						p					
41	40	78	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	438						
41	40	625/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	439						
41	40	157/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	440		ornamentShortTrill				
41	40	629/8	0.375		5/32	5/32	Chord	2/4	1	1	3/32			1/16	3/2	441						
41	40	79	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	442						33
41	40	317/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	443						
41	40	159/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	444						34
41	40	319/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	445						
41	40	78	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	446						
41	40	157/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	447						
41	40	79	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	448						
42	41	80	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	449						
42	41	641/8	0.0		1/32	1/32	Dynamic	2/4	1	1	0						f					
42	41	641/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	450						
42	41	321/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	451						
42	41	643/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	452						
42	41	161/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	453						
42	41	645/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	454						
42	41	323/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	455						
42	41	647/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	456						
42	41	81	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	457						
42	41	649/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	458						
42	41	325/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	459						
42	41	651/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	460						
42	41	163/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	461						
42	41	653/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	462						
42	41	327/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	463						
42	41	655/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	464						
42	41	161/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	465						
42	41	81	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	466						
42	41	163/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	467						
43	42	82	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	468						
43	42	657/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	469						
43	42	329/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	470						
43	42	659/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	471						
43	42	165/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	472						
43	42	661/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	473						
43	42	331/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	474						
43	42	663/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	475						
43	42	83	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	476						
43	42	665/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	477						
43	42	333/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	478						
43	42	667/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	479						
43	42	167/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	480						
43	42	669/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	481						
43	42	335/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	482						
43	42	671/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	483						
43	42	82	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	484						
44	43	84	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	485						
44	43	337/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	486						
44	43	675/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	487						
44	43	169/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	488						
44	43	339/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	489						
44	43	85	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	490		articStaccatissimoBelow				
44	43	171/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	491		articStaccatissimoBelow				
44	43	337/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32			1/32	1	492						
44	43	675/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	493						
44	43	169/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	494						
44	43	339/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	495						
44	43	85	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	496		articStaccatissimoAbove				
44	43	171/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	497		articStaccatissimoAbove				
45	44	86	0.0		0	0	StaffText	2/4	1	1	0								ten.			
45	44	86	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	498						
45	44	87	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p					
45	44	87	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	499						
45	44	697/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	500						
45	44	175/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	501						
45	44	701/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	502						
45	44	86	2.0		0	0	Chord	2/4	2	1	1/2			1/2	1	503						
46	45	88	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	504						
46	45	705/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	505						
46	45	177/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	506						
46	45	709/8	0.375		5/32	5/32	Chord	2/4	1	1	3/32			1/16	3/2	507						
46	45	89	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	508						
46	45	713/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	509						
46	45	179/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	510						
46	45	717/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	511						
46	45	88	2.0		0	0	Chord	2/4	2	1	1/2			1/2	1	512						
46	45	89	1.0		1/4	1/4	Chord	2/4	2	3	1/4			1/4	1	513						
47	46	90	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	514						35
47	46	181/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	515		ornamentMordent				
47	46	91	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	516						
47	46	547/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	517						
47	46	274/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	518						
47	46	183/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	519						
47	46	275/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	520						
47	46	551/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	521						
47	46	90	2.0		0	0	Chord	2/4	2	1	1/2			1/2	1	522						
48	47	92	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	523						
48	47	553/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	524						
48	47	277/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	525						
48	47	185/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	526						
48	47	278/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	527						
48	47	557/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	528						
48	47	93	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	529						
48	47	559/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	530						
48	47	280/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	531						
48	47	187/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	532						
48	47	281/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	533						
48	47	563/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	534						
48	47	92	2.0		0	0	Chord	2/4	2	1	1/2			1/2	1	535						
48	47	187/2	0.5		3/8	3/8	Chord	2/4	2	3	1/8			1/8	1	536						
49	48	94	0.0		0	0	StaffText	2/4	1	1	0								ten.			
49	48	94	0.0		0	0	Dynamic	2/4	1	1	0						f					
49	48	94	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	537						
49	48	95	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	538						
49	48	761/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	539						
49	48	191/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	540						
49	48	765/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	541						
49	48	189/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	542						
49	48	95	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	543						
49	48	191/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	544						
50	49	96	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	545						
50	49	769/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	546						
50	49	193/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	547		ornamentShortTrill				
50	49	773/8	0.375		5/32	5/32	Chord	2/4	1	1	3/32			1/16	3/2	548						
50	49	97	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	549						36
50	49	389/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	550						
50	49	195/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	551						37
50	49	391/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	552						
50	49	96	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	553						
50	49	193/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	554						
50	49	97	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	555						
51	50	98	0.0		0	0	StaffText	2/4	1	1	0								ten.			
51	50	98	0.0		0	0	Dynamic	2/4	1	1	0						p					
51	50	98	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	556						
51	50	99	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	557						
51	50	793/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	558						
51	50	199/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	559						
51	50	797/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	560						
51	50	197/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	561						
51	50	99	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	562						
51	50	199/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	563						
52	51	100	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	564						
52	51	801/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32			1/16	3/2	565						
52	51	201/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	566		ornamentShortTrill				
52	51	805/8	0.375		5/32	5/32	Chord	2/4	1	1	3/32			1/16	3/2	567						
52	51	101	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	568						38
52	51	405/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	569						
52	51	203/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	570						39
52	51	407/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	571						
52	51	100	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	572						
52	51	201/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	573						
52	51	101	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	574						
53	52	102	0.0		0	0	Dynamic	2/4	1	1	0						f					
53	52	102	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	575						40
53	52	411/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	576						
53	52	103	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p					
53	52	103	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	577						
53	52	825/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	578						
53	52	413/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	579						
53	52	827/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	580						
53	52	207/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	581						
53	52	415/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0						f					
