mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	2/4	1	1	0								Allegromoderatomainnocentemente	126.0			1.0	
1	1	0	0	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0	
1	1	0	0	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	0		ornamentTurn							
1	1	3/4	3/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1									
1	1	1	1	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2									
1	1	0	0	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	3									0
1	1	1/2	1/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	4									
1	1	3/2	3/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5									
2	2	2	2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	6									
2	2	11/4	11/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	7									
2	2	3	3	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	8									
2	2	15/4	15/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	9									
2	2	2	2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	10									1
2	2	5/2	5/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	11									
2	2	7/2	7/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	12									
3	3	4	4	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	13									
3	3	4	4	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	14		ornamentShortTrill							
3	3	19/4	19/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	15									
3	3	5	5	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	16									
3	3	4	4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	17									2
3	3	9/2	9/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	18									
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	19									
4	4	6	6	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	20									
4	4	27/4	27/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	21									
4	4	7	7	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	22									
4	4	31/4	31/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	23									
4	4	6	6	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	24									3
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	25									
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	26									
5	5	8	8	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	27									
5	5	8	8	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	28		ornamentTurn							
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	29									
5	5	9	9	0.0	1/4	1/4	StaffText	2/4	1	1	0							ten.						
5	5	9	9	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	30									
5	5	8	8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	31									4
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	32									
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	33									
6	6	10	10	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	34		ornamentTurn							
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	35									
6	6	11	11	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	36									
6	6	10	10	0.75	0	0	Chord	2/4	1	2	3/16		1/8	3/2	37									
6	6	10	10	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	38									5
6	6	21/2	21/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	39									
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	40									
7	7	12	12	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	41									
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	42									
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	43									
7	7	13	13	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	44									
7	7	13	13	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	45									
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	46									
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	47									
7	7	12	12	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	48									
8	8	14	14	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	49									6
8	8	15	15	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	50		ornamentShortTrill							
8	8	14	14	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	51									
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	52									
8	8	15	15	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	53									
8	8	61/4	61/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	54									
8	8	31/2	31/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	55									
8	8	63/4	63/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	56									
9	9	16	16	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	57		ornamentTurn							
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	58									
9	9	17	17	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	59									
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	60									7
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	61									
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	62									
10	10	18	18	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	63									
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	64									
10	10	19	19	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	65									
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	66									
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	67									8
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	68									
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	69									
11	11	20	20	0.0	0	0	Dynamic	2/4	1	1	0					p								
11	11	20	20	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	70									
11	11	20	20	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	71		ornamentShortTrill							
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	72									
11	11	21	21	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	73									
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	74									9
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	75									
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	76									
12	12	22	22	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	77									
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	78									
12	12	23	23	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	79									
