mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	8	8	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	32						
3	3	10	10	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	33						
4	4	25/2	25/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	34						3
4	4	13	13	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	35						3
4	4	27/2	27/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	36						
4	4	14	14	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	37						
4	4	29/2	29/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	38						
4	4	15	15	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	39						
4	4	31/2	31/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	40						
4	4	25/2	25/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4	1/4	1	41						
4	4	27/2	27/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	42						
4	4	12	12	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	43						
4	4	13	13	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	44						
4	4	14	14	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	45						
4	4	29/2	29/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	46						
4	4	15	15	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	47						
4	4	31/2	31/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	48						
4	4	29/2	29/2	1.5	5/8	5/8	Chord	2/2	2	2	3/8	1/4	3/2	49						4
5	5	16	16	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	50						
5	5	33/2	33/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	51						
5	5	17	17	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	52						
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	53						
5	5	18	18	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	54						
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	55						
5	5	19	19	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	56						
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	57						
5	5	16	16	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	58						
5	5	33/2	33/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	59						
5	5	17	17	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	60						
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	61						
5	5	18	18	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	62						
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	63						
5	5	19	19	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	64						
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	65						
5	5	16	16	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	66						
5	5	18	18	0.5	1/2	1/2	Chord	2/2	2	2	1/8	1/8	1	67						
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	2	2	1/8	1/8	1	68						
5	5	19	19	0.5	3/4	3/4	Chord	2/2	2	2	1/8	1/8	1	69						
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	2	2	1/8	1/8	1	70						
6	6	20	20	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	71						5
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	72						
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	73						
6	6	22	22	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	74						
6	6	45/2	45/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	75						
6	6	95/4	95/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	76						
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	77						6
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	78						
6	6	20	20	1.0	0	0	Chord	2/2	1	4	1/4	1/4	1	79						
6	6	20	20	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	80						
6	6	21	21	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	81						
6	6	22	22	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	82						
6	6	95/4	95/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	83						
7	7	24	24	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	84						
7	7	26	26	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	85						
7	7	24	24	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	86						
7	7	26	26	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	87						
8	8	28	28	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	88						
8	8	30	30	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	89						
8	8	28	28	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	90						
8	8	30	30	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	91						
9	9	32	32	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	92						
9	9	34	34	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	93						
9	9	32	32	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	94						
9	9	34	34	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	95						
10	10	36	36	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	96						
10	10	38	38	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	97						
10	10	36	36	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	98						
10	10	38	38	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	99						
11	11	40	40	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	100						
11	11	42	42	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	101						
11	11	40	40	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	102						
11	11	42	42	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	103						
12	12	44	44	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	104						
12	12	46	46	0.125	1/2	1/2	Chord	2/2	1	1	1/32	1/32	1	105						
12	12	369/8	369/8	0.125	17/32	17/32	Chord	2/2	1	1	1/32	1/32	1	106						
12	12	185/4	185/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	107						
12	12	371/8	371/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	108						
12	12	93/2	93/2	0.125	5/8	5/8	Chord	2/2	1	1	1/32	1/32	1	109						
12	12	373/8	373/8	0.125	21/32	21/32	Chord	2/2	1	1	1/32	1/32	1	110						
12	12	187/4	187/4	0.125	11/16	11/16	Chord	2/2	1	1	1/32	1/32	1	111						
12	12	375/8	375/8	0.125	23/32	23/32	Chord	2/2	1	1	1/32	1/32	1	112						
12	12	47	47	0.125	3/4	3/4	Chord	2/2	1	1	1/32	1/32	1	113						
12	12	377/8	377/8	0.125	25/32	25/32	Chord	2/2	1	1	1/32	1/32	1	114						
12	12	189/4	189/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	115						
12	12	379/8	379/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	116						
12	12	95/2	95/2	0.125	7/8	7/8	Chord	2/2	1	1	1/32	1/32	1	117						
12	12	381/8	381/8	0.125	29/32	29/32	Chord	2/2	1	1	1/32	1/32	1	118						
12	12	191/4	191/4	0.125	15/16	15/16	Chord	2/2	1	1	1/32	1/32	1	119						
12	12	383/8	383/8	0.125	31/32	31/32	Chord	2/2	1	1	1/32	1/32	1	120						
12	12	48	48	0.125	1	1	Chord	2/2	1	1	1/32	1/32	1	121						
12	12	385/8	385/8	0.125	33/32	33/32	Chord	2/2	1	1	1/32	1/32	1	122						
12	12	193/4	193/4	0.125	17/16	17/16	Chord	2/2	1	1	1/32	1/32	1	123						
12	12	387/8	387/8	0.125	35/32	35/32	Chord	2/2	1	1	1/32	1/32	1	124						
12	12	97/2	97/2	0.125	9/8	9/8	Chord	2/2	1	1	1/32	1/32	1	125						
12	12	389/8	389/8	0.125	37/32	37/32	Chord	2/2	1	1	1/32	1/32	1	126						
12	12	195/4	195/4	0.125	19/16	19/16	Chord	2/2	1	1	1/32	1/32	1	127						
12	12	391/8	391/8	0.125	39/32	39/32	Chord	2/2	1	1	1/32	1/32	1	128						
12	12	49	49	0.125	5/4	5/4	Chord	2/2	1	1	1/32	1/32	1	129						
12	12	393/8	393/8	0.125	41/32	41/32	Chord	2/2	1	1	1/32	1/32	1	130						
12	12	197/4	197/4	0.125	21/16	21/16	Chord	2/2	1	1	1/32	1/32	1	131						
12	12	395/8	395/8	0.125	43/32	43/32	Chord	2/2	1	1	1/32	1/32	1	132						
12	12	99/2	99/2	0.5	11/8	11/8	Chord	2/2	1	1	1/8	1/8	1	133						
12	12	50	50	0.5	3/2	3/2	Chord	2/2	1	1	1/8	1/8	1	134						
12	12	101/2	101/2	0.5	13/8	13/8	Chord	2/2	1	1	1/8	1/8	1	135						
12	12	51	51	0.5	7/4	7/4	Chord	2/2	1	1	1/8	1/8	1	136						
12	12	103/2	103/2	0.5	15/8	15/8	Chord	2/2	1	1	1/8	1/8	1	137						
12	12	52	52	0.5	2	2	Chord	2/2	1	1	1/8	1/8	1	138						
12	12	105/2	105/2	0.5	17/8	17/8	Chord	2/2	1	1	1/8	1/8	1	139						
12	12	53	53	0.5	9/4	9/4	Chord	2/2	1	1	1/8	1/8	1	140						
12	12	107/2	107/2	0.25	19/8	19/8	Chord	2/2	1	1	1/16	1/16	1	141						
12	12	215/4	215/4	0.25	39/16	39/16	Chord	2/2	1	1	1/16	1/16	1	142						
12	12	54	54	0.5	5/2	5/2	Chord	2/2	1	1	1/8	1/8	1	143						
12	12	44	44	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	144						
13	12	109/2	109/2	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	145						7
13	12	111/2	111/2	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	146						
13	12	115/2	115/2	2.0	3/4	3/4	Chord	2/2	1	1	1/2	1/2	1	147						
13	12	119/2	119/2	2.0	5/4	5/4	Chord	2/2	1	1	1/2	1/2	1	148						
13	12	123/2	123/2	2.0	7/4	7/4	Chord	2/2	1	1	1/2	1/2	1	149						
13	12	127/2	127/2	2.0	9/4	9/4	Chord	2/2	1	1	1/2	1/2	1	150						
13	12	111/2	111/2	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	151						
13	12	115/2	115/2	2.0	3/4	3/4	Chord	2/2	2	1	1/2	1/2	1	152						
13	12	119/2	119/2	2.0	5/4	5/4	Chord	2/2	2	1	1/2	1/2	1	153						
13	12	123/2	123/2	2.0	7/4	7/4	Chord	2/2	2	1	1/2	1/2	1	154						
13	12	127/2	127/2	2.0	9/4	9/4	Chord	2/2	2	1	1/2	1/2	1	155						
14	12	131/2	131/2	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	156						
14	12	135/2	135/2	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	157						
14	12	139/2	139/2	2.0	1	1	Chord	2/2	1	1	1/2	1/2	1	158						
14	12	143/2	143/2	2.0	3/2	3/2	Chord	2/2	1	1	1/2	1/2	1	159						
14	12	147/2	147/2	0.125	2	2	Chord	2/2	1	1	1/32	1/32	1	160						
14	12	589/8	589/8	0.125	65/32	65/32	Chord	2/2	1	1	1/32	1/32	1	161						
14	12	295/4	295/4	0.125	33/16	33/16	Chord	2/2	1	1	1/32	1/32	1	162						
14	12	591/8	591/8	0.125	67/32	67/32	Chord	2/2	1	1	1/32	1/32	1	163						
14	12	74	74	0.16666666666666666	17/8	17/8	Chord	2/2	1	1	1/24	1/16	2/3	164						
14	12	445/6	445/6	0.16666666666666666	13/6	13/6	Chord	2/2	1	1	1/24	1/16	2/3	165						
14	12	223/3	223/3	0.16666666666666666	53/24	53/24	Chord	2/2	1	1	1/24	1/16	2/3	166						
14	12	149/2	149/2	0.16666666666666666	9/4	9/4	Chord	2/2	1	1	1/24	1/16	2/3	167						
14	12	224/3	224/3	0.16666666666666666	55/24	55/24	Chord	2/2	1	1	1/24	1/16	2/3	168						
14	12	449/6	449/6	0.16666666666666666	7/3	7/3	Chord	2/2	1	1	1/24	1/16	2/3	169						
14	12	75	75	0.16666666666666666	19/8	19/8	Chord	2/2	1	1	1/24	1/16	2/3	170						
14	12	451/6	451/6	0.16666666666666666	29/12	29/12	Chord	2/2	1	1	1/24	1/16	2/3	171						
14	12	226/3	226/3	0.16666666666666666	59/24	59/24	Chord	2/2	1	1	1/24	1/16	2/3	172						
14	12	151/2	151/2	0.16666666666666666	5/2	5/2	Chord	2/2	1	1	1/24	1/16	2/3	173						
14	12	227/3	227/3	0.16666666666666666	61/24	61/24	Chord	2/2	1	1	1/24	1/16	2/3	174						
14	12	455/6	455/6	0.16666666666666666	31/12	31/12	Chord	2/2	1	1	1/24	1/16	2/3	175						
14	12	131/2	131/2	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	176						
14	12	135/2	135/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	177						
14	12	139/2	139/2	2.0	1	1	Chord	2/2	2	1	1/2	1/2	1	178						
14	12	143/2	143/2	2.0	3/2	3/2	Chord	2/2	2	1	1/2	1/2	1	179						
14	12	76	76	0.16666666666666666	21/8	21/8	Chord	2/2	2	1	1/24	1/16	2/3	180						
14	12	457/6	457/6	0.16666666666666666	8/3	8/3	Chord	2/2	2	1	1/24	1/16	2/3	181						
14	12	229/3	229/3	0.16666666666666666	65/24	65/24	Chord	2/2	2	1	1/24	1/16	2/3	182						
14	12	153/2	153/2	0.16666666666666666	11/4	11/4	Chord	2/2	2	1	1/24	1/16	2/3	183						
14	12	230/3	230/3	0.16666666666666666	67/24	67/24	Chord	2/2	2	1	1/24	1/16	2/3	184						
14	12	461/6	461/6	0.16666666666666666	17/6	17/6	Chord	2/2	2	1	1/24	1/16	2/3	185						
14	12	77	77	0.16666666666666666	23/8	23/8	Chord	2/2	2	1	1/24	1/16	2/3	186						
14	12	463/6	463/6	0.16666666666666666	35/12	35/12	Chord	2/2	2	1	1/24	1/16	2/3	187						
14	12	232/3	232/3	0.16666666666666666	71/24	71/24	Chord	2/2	2	1	1/24	1/16	2/3	188						
14	12	155/2	155/2	0.25	3	3	Chord	2/2	2	1	1/16	1/16	1	189						
14	12	311/4	311/4	0.25	49/16	49/16	Chord	2/2	2	1	1/16	1/16	1	190						
14	12	78	78	2.0	25/8	25/8	Chord	2/2	2	1	1/2	1/2	1	191						
15	12	323/4	323/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	192						
15	12	81	81	0.75	1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	193						
15	12	327/4	327/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	194						
15	12	82	82	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	195						
15	12	84	84	2.0	1	1	Chord	2/2	1	1	1/2	1/2	1	196						
15	12	80	80	0.75	0	0	Chord	2/2	2	1	3/16	1/8	3/2	197						
15	12	323/4	323/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16	1/16	1	198						
15	12	81	81	0.75	1/4	1/4	Chord	2/2	2	1	3/16	1/8	3/2	199						
15	12	327/4	327/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16	1/16	1	200						
15	12	82	82	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	201						
15	12	84	84	2.0	1	1	Chord	2/2	2	1	1/2	1/2	1	202						
15	12	323/4	323/4	0.25	3/16	3/16	Chord	2/2	2	3	1/16	1/16	1	203						
15	12	81	81	0.75	1/4	1/4	Chord	2/2	2	3	3/16	1/8	3/2	204						
15	12	327/4	327/4	0.25	7/16	7/16	Chord	2/2	2	3	1/16	1/16	1	205						
16	13	86	86	0.0	0	0	Tempo	2/2	1	1	0				Allegro	126.0			1.0	
16	13	86	86	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	206						
16	13	177/2	177/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	207						
16	13	89	89	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	208						
16	13	179/2	179/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	209						
16	13	86	86	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	210						
17	14	90	90	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	211						
17	14	91	91	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	212						
17	14	185/2	185/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	213						
17	14	93	93	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	214						
17	14	187/2	187/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	215						
18	15	94	94	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	216						
18	15	189/2	189/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	217						
18	15	95	95	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	218						
18	15	96	96	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	219						
19	16	98	98	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	220						
19	16	99	99	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	221						
19	16	100	100	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	222						
19	16	101	101	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	223						
20	17	205/2	205/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	224						
20	17	103	103	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	225						
20	17	207/2	207/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	226						
20	17	104	104	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	227						
20	17	105	105	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	228						
20	17	102	102	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	229						
20	17	103	103	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	230						
20	17	104	104	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	231						
20	17	105	105	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	232						
21	18	213/2	213/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	233						
21	18	107	107	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	234						
21	18	215/2	215/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	235						
21	18	108	108	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	236						
21	18	217/2	217/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	237						
21	18	109	109	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	238						
21	18	106	106	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	239						
21	18	107	107	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	240						
21	18	108	108	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	241						
21	18	217/2	217/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	242						
21	18	109	109	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	243						
21	18	219/2	219/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	244						
22	19	110	110	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	245						
22	19	112	112	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	246						
22	19	113	113	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	247						
22	19	110	110	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	248						
22	19	221/2	221/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	249						
22	19	111	111	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	250						
22	19	223/2	223/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	251						
22	19	112	112	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	252						
22	19	225/2	225/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	253						
22	19	113	113	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	254						
22	19	227/2	227/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	255						
23	20	114	114	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	256						
23	20	115	115	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	257						
23	20	116	116	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	258						
23	20	233/2	233/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	259						
23	20	117	117	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	260						
23	20	235/2	235/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	261						
23	20	114	114	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	262						
23	20	229/2	229/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	263						
23	20	115	115	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	264						
23	20	231/2	231/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	265						
23	20	116	116	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	266						
23	20	233/2	233/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	267						
23	20	117	117	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	268						
24	21	118	118	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	269						
24	21	237/2	237/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	270						
24	21	119	119	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	271						
24	21	120	120	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	272						
24	21	118	118	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	273						
24	21	120	120	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	274						
24	21	241/2	241/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	275						
24	21	121	121	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	276						
24	21	243/2	243/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	277						
25	22	122	122	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	278						
25	22	245/2	245/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	279						
25	22	123	123	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	280						
25	22	247/2	247/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	281						
25	22	124	124	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	282						
25	22	249/2	249/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	283						
25	22	125	125	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	284						
25	22	122	122	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	285						
25	22	123	123	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	286						
25	22	124	124	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	287						
25	22	249/2	249/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	288						
25	22	125	125	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	289						
