mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	1	0	0.0	0	0	Tempo	4/4	1	1	0									Аllegro moderato	112	
1	1	0	0.0	0	0	Tempo	4/4	1	1	0									 = 72	72	
1	1	0	0.0625	0	0	Chord	4/4	2	1	1/64			1/64	1	0						
1	1	1/16	0.0625	1/64	1/64	Chord	4/4	2	1	1/64			1/64	1	1						
1	1	1/8	0.0625	1/32	1/32	Chord	4/4	2	1	1/64			1/64	1	2						
1	1	3/16	0.0625	3/64	3/64	Chord	4/4	2	1	1/64			1/64	1	3						
1	1	1/4	0.0625	1/16	1/16	Chord	4/4	2	1	1/64			1/64	1	4						
1	1	5/16	0.0625	5/64	5/64	Chord	4/4	2	1	1/64			1/64	1	5						
1	1	3/8	0.0625	3/32	3/32	Chord	4/4	2	1	1/64			1/64	1	6						
1	1	7/16	0.0625	7/64	7/64	Chord	4/4	2	1	1/64			1/64	1	7						
1	1	1/2	0.0625	1/8	1/8	Chord	4/4	2	1	1/64			1/64	1	8						
1	1	9/16	0.0625	9/64	9/64	Chord	4/4	2	1	1/64			1/64	1	9						
1	1	5/8	0.0625	5/32	5/32	Chord	4/4	2	1	1/64			1/64	1	10						
1	1	11/16	0.0625	11/64	11/64	Chord	4/4	2	1	1/64			1/64	1	11						
1	1	3/4	0.0625	3/16	3/16	Chord	4/4	2	1	1/64			1/64	1	12						
1	1	13/16	0.0625	13/64	13/64	Chord	4/4	2	1	1/64			1/64	1	13						
1	1	7/8	0.0625	7/32	7/32	Chord	4/4	2	1	1/64			1/64	1	14						
1	1	15/16	0.0625	15/64	15/64	Chord	4/4	2	1	1/64			1/64	1	15						
1	1	1	0.0625	1/4	1/4	Chord	4/4	2	1	1/64			1/64	1	16						
1	1	17/16	0.0625	17/64	17/64	Chord	4/4	2	1	1/64			1/64	1	17						
1	1	9/8	0.0625	9/32	9/32	Chord	4/4	2	1	1/64			1/64	1	18						
1	1	19/16	0.25	19/64	19/64	Chord	4/4	2	1	1/16			1/16	1	19						
1	1	23/16	0.0625	23/64	23/64	Chord	4/4	2	1	1/64			1/64	1	20						
1	1	3/2	0.0625	3/8	3/8	Chord	4/4	2	1	1/64			1/64	1	21						
1	1	25/16	0.0625	25/64	25/64	Chord	4/4	2	1	1/64			1/64	1	22						
1	1	13/8	0.0625	13/32	13/32	Chord	4/4	2	1	1/64			1/64	1	23						
1	1	27/16	0.0625	27/64	27/64	Chord	4/4	2	1	1/64			1/64	1	24						
1	1	7/4	0.0625	7/16	7/16	Chord	4/4	2	1	1/64			1/64	1	25						
1	1	29/16	0.0625	29/64	29/64	Chord	4/4	2	1	1/64			1/64	1	26						
1	1	15/8	0.0625	15/32	15/32	Chord	4/4	2	1	1/64			1/64	1	27						
1	1	31/16	0.0625	31/64	31/64	Chord	4/4	2	1	1/64			1/64	1	28						
