mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	1	0	0.0	0	0	Tempo	2/4	1	1	0									Allegretto	116	
1	1	0	0.0	0	0	StaffText	2/4	1	1	0								ten.			
1	1	0	0.0	0	0	Tempo	2/4	1	1	0									𝅘𝅥 = 80	80	
1	1	0	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	0						
1	1	1	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	1						
1	1	7/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	2						
1	1	4/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	3						
1	1	3/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	4						
1	1	5/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	5						
1	1	11/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	6						
1	1	0	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	7		ornamentMordent				
1	1	1/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	8						
2	2	2	0.0	0	0	Chord	2/4	1	1	0	grace16after		1/16	1	9						
2	2	2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	10						
2	2	5/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	11						
2	2	7/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	12						
2	2	3	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	13						0
2	2	7/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	14						
3	3	4	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	15						
3	3	9/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	16						
3	3	11/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	17						
3	3	4	0.5	0	0	Chord	2/4	1	2	1/8			1/8	1	18						
3	3	9/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8			1/4	3/2	19						
3	3	4	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	20						
3	3	5	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	21						
4	4	6	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	22						
4	4	6	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	23						
4	4	13/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	24						
4	4	6	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	25						
4	4	13/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	26						
5	5	8	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	27		ornamentMordent				
5	5	9	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	28						
5	5	37/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	29						
5	5	19/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	30						
5	5	39/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	31						
5	5	17/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	32		ornamentMordent				
5	5	9	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	33						
6	6	10	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	34						1
6	6	11	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	35						
6	6	45/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	36						
6	6	23/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	37						
6	6	47/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	38						
6	6	21/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	39						
6	6	11	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	40						
7	7	12	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	41						2
7	7	49/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	42						
7	7	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	43						3
7	7	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	44						
7	7	13	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	45						4
7	7	53/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	46						
7	7	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	47						
7	7	25/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	48						
7	7	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	49						
7	7	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	50						
8	8	14	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	51		ornamentTremblement				
8	8	29/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	52						
8	8	14	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	53						
8	8	15	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	54						
8	8	61/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	55						
8	8	31/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	56						
8	8	63/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	57						
9	9	16	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	58		ornamentMordent				
9	9	17	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	59						
9	9	69/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	60						
9	9	35/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	61						
9	9	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	62						
9	9	16	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	63						
9	9	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	64						
9	9	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	65						
9	9	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	66						
10	10	18	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	67						
10	10	73/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	68						
10	10	37/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	69						
10	10	19	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	70						
10	10	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	71						
10	10	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	72						
10	10	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	73						
10	10	18	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	74						
10	10	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	75						
10	10	19	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	76						
10	10	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	77						
11	11	20	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	78						
11	11	20	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	79						
11	11	81/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	80						
11	11	41/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	81						
11	11	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	82						
11	11	21	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	83						
11	11	21	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	84						
11	11	85/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	85						
11	11	43/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	86						
11	11	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	87						
11	11	20	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	88						
11	11	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	89						
11	11	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	90						
11	11	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	91						
12	12	22	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	92						
12	12	22	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	93						5
12	12	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	94						
12	12	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	95						
12	12	47/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	96						
12	12	71/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	97						
12	12	143/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	98						
12	12	22	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	99						
12	12	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	100						
12	12	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	101						
13	13	24	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	102						6
13	13	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	103		ornamentMordent				
13	13	51/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	104						
13	13	77/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	105						
13	13	155/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	106						
13	13	24	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	107						
13	13	49/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	108						
13	13	51/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	109						
14	14	26	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	110						7
14	14	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	111		ornamentMordent				
14	14	55/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	112						
14	14	83/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	113						
14	14	167/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	114						
14	14	26	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	115						
14	14	53/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	116						
14	14	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	117						
15	15	28	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	118						
15	15	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	119						8
15	15	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	120						8
15	15	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	121						
15	15	28	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	122						
16	16	30	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	123						9
16	16	31	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	124						
16	16	30	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	125						
16	16	61/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	126						
16	16	31	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	127						
16	16	63/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	128						
17	17	32	0.0	0	0	StaffText	2/4	1	1	0								ten.			
17	17	32	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	129						
17	17	33	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	130						
17	17	265/8	0.375	9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	131						
