mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur
1	1	0	0.0	0	0	Tempo	3/8	1	1	0								Larghetto	60	
1	1	0	0.0	0	0	Dynamic	3/8	1	1	0						f				
1	1	0	0.0	0	0	Tempo	3/8	1	1	0								  = 35	52	
1	1	1/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	0					
1	1	1/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	1					
1	1	3/4	0.0	3/16	3/16	Chord	3/8	1	1	0	grace16		1/16	1	2					
1	1	3/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8			1/8	1	3					
1	1	5/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	4					
1	1	1/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16			1/16	1	5					
1	1	1/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16			1/16	1	6					
1	1	3/4	0.5	3/16	3/16	Chord	3/8	1	2	1/8			1/8	1	7					
1	1	5/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16			1/16	1	8					
1	1	0	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	9					
1	1	1/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	10					
1	1	1	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	11					
2	2	7/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	12					
2	2	2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	13		ornamentTurn			
2	2	9/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8			1/8	1	14					
2	2	11/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	15					
2	2	7/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16			1/16	1	16					
2	2	2	0.25	1/8	1/8	Chord	3/8	1	2	1/16			1/16	1	17					
2	2	9/4	0.5	3/16	3/16	Chord	3/8	1	2	1/8			1/8	1	18					
2	2	11/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16			1/16	1	19					
2	2	3/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	20					
2	2	2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	21					
2	2	5/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	22					
3	3	3	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	23					
3	3	27/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	24					
3	3	7/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	25					
3	3	15/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8			1/8	1	26					
3	3	17/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	27					
3	3	3	0.375	0	0	Chord	3/8	1	2	3/32			1/16	3/2	28					
3	3	27/8	0.125	3/32	3/32	Chord	3/8	1	2	1/32			1/32	1	29					
3	3	7/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16			1/16	1	30					
3	3	15/4	0.5	3/16	3/16	Chord	3/8	1	2	1/8			1/8	1	31					
3	3	17/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16			1/16	1	32					
3	3	7/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	33					
3	3	4	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	34					
4	4	9/2	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	35					
4	4	9/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	36		ornamentTurn			0
4	4	5	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	37					
4	4	21/4	0.0	3/16	3/16	Dynamic	3/8	1	1	0						p				
4	4	21/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	38					1
4	4	11/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	39					1
4	4	23/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	40					
4	4	9/2	0.0	0	0	Chord	3/8	1	2	0	grace16		1/16	1	41					
4	4	9/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	42					
4	4	5	0.25	1/8	1/8	Chord	3/8	1	2	1/16			1/16	1	43					
4	4	21/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16			1/16	1	44					
4	4	11/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16			1/16	1	45					
4	4	23/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16			1/16	1	46					
4	4	9/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	47					
4	4	5	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	48					
5	5	6	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	49					
5	5	25/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8			1/8	1	50					
5	5	27/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8			1/8	1	51					
5	5	29/4	0.08333333333333333	5/16	5/16	Chord	3/8	1	1	1/48			1/32	2/3	52					
5	5	22/3	0.08333333333333333	1/3	1/3	Chord	3/8	1	1	1/48			1/32	2/3	53					
5	5	89/12	0.08333333333333333	17/48	17/48	Chord	3/8	1	1	1/48			1/32	2/3	54					
5	5	6	0.25	0	0	Chord	3/8	1	2	1/16			1/16	1	55					
5	5	25/4	0.5	1/16	1/16	Chord	3/8	1	2	1/8			1/8	1	56					
5	5	27/4	0.5	3/16	3/16	Chord	3/8	1	2	1/8			1/8	1	57					
5	5	29/4	0.08333333333333333	5/16	5/16	Chord	3/8	1	2	1/48			1/32	2/3	58					
5	5	22/3	0.08333333333333333	1/3	1/3	Chord	3/8	1	2	1/48			1/32	2/3	59					
5	5	89/12	0.08333333333333333	17/48	17/48	Chord	3/8	1	2	1/48			1/32	2/3	60					
5	5	13/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	61					
5	5	7	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	62					
6	6	15/2	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	63					
6	6	15/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	64		ornamentTurn			
6	6	8	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	65					
6	6	33/4	0.0	3/16	3/16	Dynamic	3/8	1	1	0						f				
6	6	33/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	66					2
6	6	17/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	67					2
6	6	35/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	68					2
6	6	15/2	0.0	0	0	Chord	3/8	1	2	0	grace16		1/16	1	69					
6	6	15/2	0.5	0	0	Chord	3/8	1	2	1/8			1/8	1	70					
6	6	8	0.25	1/8	1/8	Chord	3/8	1	2	1/16			1/16	1	71					
6	6	15/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	72					
6	6	8	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	73					
7	7	9	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	74					
7	7	37/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	75					
7	7	19/2	0.375	1/8	1/8	Chord	3/8	1	1	3/32			1/16	3/2	76		ornamentTurn			
7	7	79/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32			1/32	1	77					
7	7	10	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	78					
7	7	41/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	79		ornamentShortTrill			
7	7	39/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	80					
7	7	10	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	81					
7	7	41/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	82					
8	8	21/2	0.125	0	0	Chord	3/8	1	1	1/32			1/32	1	83					
8	8	85/8	0.25	1/32	1/32	Chord	3/8	1	1	1/16			1/16	1	84					
8	8	87/8	0.25	3/32	3/32	Chord	3/8	1	1	1/16			1/16	1	85					
8	8	89/8	0.25	5/32	5/32	Chord	3/8	1	1	1/16			1/16	1	86					
8	8	91/8	0.25	7/32	7/32	Chord	3/8	1	1	1/16			1/16	1	87					
8	8	93/8	0.25	9/32	9/32	Chord	3/8	1	1	1/16			1/16	1	88					
8	8	95/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	89					
8	8	21/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	90					
8	8	43/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	91					
8	8	11	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	92					
8	8	45/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	93					
8	8	23/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	94					
8	8	47/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	95					
9	9	12	0.125	0	0	Chord	3/8	1	1	1/32			1/32	1	96					
9	9	97/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32			1/32	1	97					
9	9	49/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32			1/32	1	98		ornamentShortTrill			
9	9	99/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	99					
9	9	25/2	0.125	1/8	1/8	Chord	3/8	1	1	1/32			1/32	1	100					
9	9	101/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32			1/32	1	101					
9	9	51/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32			1/32	1	102					
9	9	103/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32			1/32	1	103					
9	9	13	0.125	1/4	1/4	Chord	3/8	1	1	1/32			1/32	1	104					
9	9	105/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32			1/32	1	105					
9	9	53/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	106					
9	9	107/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	107					
9	9	12	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	108					
9	9	25/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4			1/4	1	109					
10	10	27/2	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	110					
10	10	27/2	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	111		ornamentTurn			
10	10	111/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	112					
10	10	14	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	113					
10	10	57/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	114					
10	10	235/16	0.0625	19/64	19/64	Chord	3/8	1	1	1/64			1/64	1	115					
10	10	59/4	0.1875	5/16	5/16	Chord	3/8	1	1	3/64			1/32	3/2	116					
10	10	239/16	0.0625	23/64	23/64	Chord	3/8	1	1	1/64			1/64	1	117					
10	10	27/2	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	118					
10	10	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	119					
11	11	15	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	120		ornamentTurn			
11	11	123/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	121					
11	11	31/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	122					
11	11	63/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	123					
11	11	259/16	0.0625	19/64	19/64	Chord	3/8	1	1	1/64			1/64	1	124					
11	11	65/4	0.1875	5/16	5/16	Chord	3/8	1	1	3/64			1/32	3/2	125					
11	11	263/16	0.0625	23/64	23/64	Chord	3/8	1	1	1/64			1/64	1	126					
11	11	15	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	127					
11	11	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	128					
12	12	33/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	129					
12	12	67/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32			1/32	1	130					
12	12	135/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	131					
12	12	17	0.125	1/8	1/8	Chord	3/8	1	1	1/32			1/32	1	132					
12	12	137/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32			1/32	1	133					
12	12	69/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32			1/32	1	134		ornamentShortTrill			
12	12	139/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32			1/32	1	135					
12	12	35/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32			1/32	1	136					
12	12	141/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32			1/32	1	137					
12	12	71/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	138					
12	12	143/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	139					
12	12	33/2	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	140					
12	12	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	141					
13	13	18	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	142					3
13	13	37/2	0.375	1/8	1/8	Chord	3/8	1	1	3/32			1/16	3/2	143		ornamentTurn			
13	13	151/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32			1/32	1	144					
13	13	19	0.125	1/4	1/4	Chord	3/8	1	1	1/32			1/32	1	145		articStaccatissimoAbove			
13	13	153/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32			1/32	1	146					4
13	13	77/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	147					4
13	13	155/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	148					
13	13	18	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	149					
13	13	73/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	150					
13	13	37/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	151					
13	13	75/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	152					
13	13	19	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	153					
14	14	39/2	0.125	0	0	Chord	3/8	1	1	1/32			1/32	1	154					
14	14	157/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32			1/32	1	155					
14	14	79/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32			1/32	1	156		ornamentShortTrill			
14	14	159/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	157					
14	14	20	0.375	1/8	1/8	Chord	3/8	2	1	3/32			1/16	3/2	158		ornamentTurn			
14	14	163/8	0.125	7/32	7/32	Chord	3/8	2	1	1/32			1/32	1	159					
14	14	41/2	0.375	1/4	1/4	Chord	3/8	2	1	3/32			1/16	3/2	160		ornamentUpPrall			
14	14	167/8	0.0625	11/32	11/32	Chord	3/8	2	1	1/64			1/64	1	161					
14	14	335/16	0.0625	23/64	23/64	Chord	3/8	2	1	1/64			1/64	1	162					
14	14	39/2	0.5	0	0	Chord	3/8	2	2	1/8			1/8	1	163					
14	14	20	0.5	1/8	1/8	Chord	3/8	2	2	1/8			1/8	1	164					
14	14	41/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8			1/8	1	165					
15	15	85/4	0.0	1/16	1/16	Dynamic	3/8	1	1	0						p				
15	15	85/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	166					5
15	15	43/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	167					5
15	15	87/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	168					5
15	15	22	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	169					5
15	15	89/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	170					5
15	15	21	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	171					
15	15	21	1.5	0	0	Chord	3/8	2	2	3/8			1/4	3/2	172					
16	16	45/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	173					
16	16	91/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	174					6
16	16	23	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	175					6
16	16	93/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	176					6
16	16	47/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	177					6
16	16	95/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	178					6
16	16	45/2	1.5	0	0	Chord	3/8	2	2	3/8			1/4	3/2	179					
17	17	24	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	180					
17	17	97/4	0.0	1/16	1/16	Dynamic	3/8	1	1	0						f				
17	17	97/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	181					
17	17	49/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	182					
17	17	99/4	0.0	3/16	3/16	Chord	3/8	1	1	0	grace16		1/16	1	183					
17	17	99/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8			1/8	1	184					
17	17	101/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	185					
17	17	24	0.5	0	0	Chord	3/8	2	2	1/8			1/8	1	186					
17	17	49/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8			1/8	1	187					
17	17	25	0.5	1/4	1/4	Chord	3/8	2	2	1/8			1/8	1	188					
18	18	103/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	189					
18	18	26	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	190		ornamentTurn			
18	18	105/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8			1/8	1	191					
18	18	107/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	192					
18	18	51/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	193					
18	18	26	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	194					
18	18	53/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	195					
19	19	109/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32			1/32	1	196					
19	19	219/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	197					
19	19	55/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	198					7
19	19	111/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32			1/32	1	199					
19	19	223/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32			1/32	1	200					
19	19	28	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	201					8
19	19	113/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	202					
19	19	227/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	203					
19	19	27	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	204					
19	19	55/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	205					
19	19	28	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	206					
20	20	57/2	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	207					
20	20	57/2	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	208					
20	20	57/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	209					9
20	20	115/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	210					
20	20	117/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	211					10
20	20	59/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	212					10
20	20	119/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	213					
