mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	0	0	0.0	0	0	Tempo	4/4	1	1	0									Andante	82	
1	0	0	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥 = 80	80	
1	0	0	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	0						
1	0	1/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	1						
1	0	1/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	2						
1	0	1/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	3						
1	0	2/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	4						
1	0	5/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	5						
1	0	1	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	6						
1	0	7/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	7						
1	0	4/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	8						
1	0	3/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	9						
1	0	5/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	10						
1	0	11/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	11						
1	0	2	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	12						
1	0	13/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	13						
1	0	7/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	14						
1	0	5/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	15						
1	0	8/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	16						
1	0	17/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	17						
1	0	3	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	18						
1	0	19/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	19						
1	0	10/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	20						
1	0	7/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	21						
1	0	11/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	22						
1	0	23/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	23						
2	0	4	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	24						
2	0	25/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	25						
2	0	13/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	26						
2	0	9/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	27						
2	0	14/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	28						
2	0	29/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	29						
2	0	5	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	30						
2	0	31/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	31						
2	0	16/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	32						
2	0	11/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	33						
2	0	17/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	34						
2	0	35/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	35						
2	0	6	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	36						
2	0	37/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	37						
2	0	19/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	38						
2	0	13/2	0.0	5/8	5/8	StaffText	4/4	1	1	0											
2	0	13/2	1.5	5/8	5/8	Chord	4/4	1	1	3/8			1/4	3/2	39		ornamentTurn				
3	0	8	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	40						0
3	0	17/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	41						0
3	0	9	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	42						0
3	0	19/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	43						0
3	0	10	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	44						0
3	0	21/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	45						
3	0	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	46						1
4	1	12	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	47		ornamentUpPrall				
4	1	51/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	48						
4	1	13	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	49						
4	1	40/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	50						
4	1	41/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	51						
4	1	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	52						
4	1	61/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	53						2
4	1	31/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	54						2
4	1	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	55						
4	1	57/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	56						
4	1	29/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	57						
4	1	59/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	58						
4	1	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	59						
5	2	16	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	60						3
5	2	65/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	61						3
5	2	33/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	62						3
5	2	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	63						
5	2	17	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	64						4
5	2	69/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	65						4
5	2	35/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	66						4
5	2	71/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	67						
5	2	18	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	68						5
5	2	73/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	69						5
5	2	37/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	70						5
