mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	6/8	1	1	0								Andantino	90.0			1.0	
1	1	0	0	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥.=45	68.0	𝅘𝅥.	45.0	0.0	
1	1	0	0	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	0									
1	1	3/4	3/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1									
1	1	1	1	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2									
1	1	3/2	3/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3									
1	1	2	2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	4									
1	1	23/8	23/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	5									
1	1	0	0	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	6									
1	1	1/2	1/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	7									
1	1	1	1	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	8									
1	1	2	2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	9									
1	1	5/2	5/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	10									
2	2	3	3	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	11									0
2	2	7/2	7/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	12									
2	2	15/4	15/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	13									1
2	2	4	4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	14									1
2	2	17/4	17/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	15									
2	2	9/2	9/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	16									
2	2	9/2	9/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	17									
2	2	9/2	9/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	18									
2	2	5	5	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	19									
2	2	7/2	7/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	20									
2	2	4	4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	21									
2	2	9/2	9/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	22									
2	2	21/4	21/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	23									2
2	2	11/2	11/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	24									2
2	2	23/4	23/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	25									
3	3	6	6	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	26									3
3	3	25/4	25/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	27									
3	3	13/2	13/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	28									4
3	3	27/4	27/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	29									
3	3	7	7	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	30									5
3	3	29/4	29/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	31									
3	3	15/2	15/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	32									6
3	3	31/4	31/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	33									
3	3	8	8	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	34									7
3	3	33/4	33/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	35									
3	3	17/2	17/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	36									8
3	3	35/4	35/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	37									
3	3	8	8	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	38									
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	39									
3	3	6	6	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	40									
3	3	13/2	13/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	41									
3	3	7	7	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	42									
3	3	15/2	15/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	43									
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	44									
4	4	9	9	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	45									9
4	4	19/2	19/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	46									
4	4	39/4	39/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	47									10
4	4	10	10	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	48									10
4	4	41/4	41/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	49									
4	4	21/2	21/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	50									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	51									11
4	4	11	11	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	52									
4	4	19/2	19/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	53									
4	4	10	10	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	54									
4	4	21/2	21/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	55									
4	4	45/4	45/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	56									12
4	4	23/2	23/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	57									12
4	4	47/4	47/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	58									
5	5	97/8	97/8	0.125	1/32	1/32	Chord	6/8	1	1	1/32		1/32	1	59									
5	5	49/4	49/4	0.125	1/16	1/16	Chord	6/8	1	1	1/32		1/32	1	60									
5	5	99/8	99/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	61									
5	5	25/2	25/2	0.125	1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	62									
5	5	101/8	101/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	63									
5	5	51/4	51/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	64									
5	5	103/8	103/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	65									
5	5	13	13	0.125	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	66									
5	5	105/8	105/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	67									
5	5	53/4	53/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	68									
5	5	107/8	107/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	69									
5	5	27/2	27/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	70									
5	5	14	14	0.125	1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	71									
5	5	113/8	113/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	72									
5	5	57/4	57/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	73									
5	5	115/8	115/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	74									
5	5	29/2	29/2	0.125	5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	75									
5	5	117/8	117/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	76									
5	5	59/4	59/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	77									
5	5	119/8	119/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	78									
5	5	12	12	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	79									
5	5	14	14	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	80									
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	81									
6	6	15	15	0.125	0	0	Chord	6/8	1	1	1/32		1/32	1	82									
6	6	121/8	121/8	0.125	1/32	1/32	Chord	6/8	1	1	1/32		1/32	1	83									
6	6	61/4	61/4	0.125	1/16	1/16	Chord	6/8	1	1	1/32		1/32	1	84									
6	6	123/8	123/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	85									
6	6	31/2	31/2	0.125	1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	86									
6	6	125/8	125/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	87									
6	6	63/4	63/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	88									
6	6	127/8	127/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	89									
6	6	16	16	0.125	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	90									
6	6	129/8	129/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	91									
6	6	65/4	65/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	92									
6	6	131/8	131/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	93									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	94									
6	6	17	17	0.125	1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	95									
6	6	137/8	137/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	96									
6	6	69/4	69/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	97									
6	6	139/8	139/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	98									
6	6	35/2	35/2	0.125	5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	99									
6	6	141/8	141/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	100									
6	6	71/4	71/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	101									
6	6	143/8	143/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	102									
6	6	31/2	31/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	103									
6	6	16	16	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	104									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	105									
6	6	17	17	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	106									
7	7	18	18	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	107									
7	7	37/2	37/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	108									
7	7	75/4	75/4	0.0	3/16	3/16	Chord	6/8	1	1	0	grace32	1/32	1	109									
7	7	75/4	75/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	110									
7	7	151/8	151/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	111									
7	7	19	19	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	112									
7	7	77/4	77/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	113									
7	7	39/2	39/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	114									13
7	7	79/4	79/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	115									
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	116									
7	7	19	19	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	117									
7	7	20	20	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	118									
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	119									
8	8	21	21	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	120									
8	8	43/2	43/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	121									
8	8	87/4	87/4	0.0	3/16	3/16	Chord	6/8	1	1	0	grace32	1/32	1	122									
8	8	87/4	87/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	123									
8	8	175/8	175/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	124									
8	8	22	22	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	125									
8	8	89/4	89/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	126									
8	8	45/2	45/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	127									14
8	8	91/4	91/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	128									
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	129									
8	8	22	22	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	130									
8	8	23	23	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	131									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	132									
9	9	24	24	0.0	0	0	Dynamic	6/8	1	1	0					ff								
9	9	24	24	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	133		articStaccatissimoAbove							
