mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	2/2	1	1	0								Pocoadagio	71.0			1.0	
1	1	0	0	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	
1	1	0	0	0.75	0	0	Chord	2/2	1	1	3/16		1/8	3/2	0									0
1	1	3/4	3/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	1									
1	1	1	1	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16	1/16	1	2									
1	1	1	1	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16	1/16	1	3									
1	1	1	1	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	4									
1	1	3	3	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	5									
1	1	0	0	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	6									
1	1	1	1	2.0	1/4	1/4	Chord	2/2	1	2	1/2		1/2	1	7									
1	1	3	3	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	8									
1	1	0	0	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	9									
1	1	1	1	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	10									
1	1	2	2	0.0	1/2	1/2	Dynamic	2/2	2	1	0					p								
1	1	2	2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	11									
1	1	3	3	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	12									
2	2	4	4	0.0	0	0	Dynamic	2/2	1	1	0					f								
2	2	4	4	0.75	0	0	Chord	2/2	1	1	3/16		1/8	3/2	13		ornamentTurn							1
2	2	19/4	19/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	14									
2	2	5	5	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	15									
2	2	7	7	0.0	3/4	3/4	Dynamic	2/2	1	1	0					p								
2	2	7	7	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	16									
2	2	4	4	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	17									
2	2	5	5	2.0	1/4	1/4	Chord	2/2	1	2	1/2		1/2	1	18									
2	2	7	7	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	19									
2	2	4	4	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	20									
2	2	5	5	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	21									
2	2	6	6	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	22									
2	2	7	7	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	23									
3	3	8	8	0.0	0	0	Dynamic	2/2	1	1	0					f								
