mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
28	28	333/4	333/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	288								
28	28	167/2	167/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	289								
28	28	335/4	335/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	290								
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	291		articStaccatissimoBelow						
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	292		articStaccatissimoBelow						
29	29	86	86	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	293		ornamentTremblement						
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	294		articStaccatissimoBelow						
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	295		articStaccatissimoBelow						
30	30	87	87	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	296								
30	30	88	88	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	297								
30	30	353/4	353/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	298								
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	299								
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	300								
30	30	89	89	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	301								
30	30	357/4	357/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	302								
30	30	179/2	179/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	303								
30	30	359/4	359/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	304								
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	305		articStaccatissimoBelow						
31	31	90	90	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	306								
31	31	361/4	361/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	307								
31	31	181/2	181/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	308								
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	309								
31	31	91	91	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	310								
31	31	365/4	365/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	311								
31	31	183/2	183/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	312								
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	313								
31	31	92	92	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	314								
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	315								
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	316								
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	317								
32	32	93	93	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	318								
32	32	373/4	373/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	319								
32	32	187/2	187/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	320								
32	32	375/4	375/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	321								
32	32	94	94	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	322								
32	32	377/4	377/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	323								
32	32	189/2	189/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	324								
32	32	379/4	379/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	325								
32	32	95	95	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	326								
32	32	381/4	381/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	327								
32	32	191/2	191/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	328								
32	32	383/4	383/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	329								
33	33	96	96	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	330								
33	33	193/2	193/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	331								
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	332								
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	333								
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	334								
33	33	97	97	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	335		articStaccatissimoBelow						
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	336		articStaccatissimoBelow						
34	34	99	99	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	337								3
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	338		ornamentMordent						
34	34	99	99	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	339								
35	35	102	102	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	340								
35	35	409/4	409/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	341								
35	35	205/2	205/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	342								
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	343								
35	35	103	103	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	344								
35	35	413/4	413/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	345								
35	35	207/2	207/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	346								
35	35	415/4	415/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	347								
35	35	104	104	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	348								
35	35	417/4	417/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	349								
35	35	209/2	209/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	350								
35	35	419/4	419/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	351								
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	352								
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	353								
36	36	105	105	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	354								
36	36	421/4	421/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	355								
36	36	211/2	211/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	356								
36	36	423/4	423/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	357								
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	358		articStaccatissimoAbove						
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	359								
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	360								
36	36	107	107	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	361								
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	362								
37	37	108	108	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	363								
37	37	433/4	433/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	364								
37	37	217/2	217/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	365								
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	366								
37	37	109	109	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	367								
37	37	437/4	437/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	368								
37	37	219/2	219/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	369								
37	37	439/4	439/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	370								
37	37	110	110	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	371								
37	37	441/4	441/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	372								
37	37	221/2	221/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	373								
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	374								
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	375								
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	376								
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	377								
38	38	111	111	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	378								
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	379								
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	380								
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	381								
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	382		articStaccatissimoAbove						
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	383								
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	384								
38	38	113	113	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	385								
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	386								
39	39	457/4	457/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	387								
39	39	229/2	229/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	388								
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	389								
39	39	115	115	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	390								
39	39	461/4	461/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	391								
39	39	231/2	231/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	392								
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	393								
39	39	116	116	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	394								
39	39	465/4	465/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	395								
39	39	233/2	233/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	396								
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	397								
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	398								
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	399								
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	400								
40	40	469/4	469/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	401								
40	40	235/2	235/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	402								
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	403								
40	40	118	118	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	404								
40	40	473/4	473/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	405								
40	40	237/2	237/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	406								
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	407								
40	40	119	119	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	408								
40	40	477/4	477/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	409								
40	40	239/2	239/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	410								
40	40	479/4	479/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	411								
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	412								
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	413								
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	414								
41	41	481/4	481/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	415								
41	41	241/2	241/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	416								
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	417								
41	41	121	121	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	418								
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	419								
41	41	243/2	243/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	420								
41	41	487/4	487/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	421								
41	41	122	122	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	422								
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	423								
41	41	245/2	245/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	424								
41	41	491/4	491/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	425								
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	426								
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	427								
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	428								
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	429								4
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	430		ornamentShortTrill						
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	431								
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	432								
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	433								
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	434								
42	42	124	124	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	435								
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	436								
42	42	125	125	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	437								
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	438								
43	43	126	126	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	439								
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	440								
43	43	127	127	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	441								
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	442								
43	43	128	128	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	443								
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	444								
43	43	126	126	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	445								
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	446								
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	447								
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	448								
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	449								5
44	44	130	130	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	450		ornamentShortTrill						
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	451								
44	44	131	131	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	452								
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	453								
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	454								
44	44	130	130	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	455								
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	456								
44	44	131	131	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	457								
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	458								
45	45	132	132	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	459								
45	45	529/4	529/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	460								
45	45	265/2	265/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	461								
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	462								
45	45	133	133	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	463								
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	464								
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	465								
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	466								
45	45	132	132	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	467								
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	468								
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	469								
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	470								
46	46	135	135	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	471								6
46	46	136	136	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	472		ornamentShortTrill						
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	473								
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	474								
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	475								
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	476								
46	46	136	136	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	477								
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	478								
46	46	137	137	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	479								
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	480								
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	481								
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	482								
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	483								
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	484								
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	485								
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	486								
47	47	138	138	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	487								
47	47	277/2	277/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	488								
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	489								
47	47	139	139	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	490								
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	491								
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	492								
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	493								
47	47	140	140	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	494								
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	495								
47	47	281/2	281/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	496								
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	497								
48	48	141	141	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	498								
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	499								
48	48	283/2	283/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	500								
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	501								
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	502								
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	503								
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	504								
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	505								
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	506								
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	507								
48	48	143	143	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	508								
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	509								
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	510								
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	511								
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	512								
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	513								
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	514								
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	515								
49	49	144	144	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	516								
49	49	289/2	289/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	517								
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	518								
49	49	145	145	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	519								
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	520								
49	49	291/2	291/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	521								
49	49	583/4	583/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	522								
49	49	146	146	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	523								
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	524								
49	49	293/2	293/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	525								
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	526								
50	50	147	147	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	527								
50	50	589/4	589/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	528								
50	50	295/2	295/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	529								
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	530								
50	50	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	531								
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	532								
50	50	149	149	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	533								
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	534								
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	535								
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	536								
50	50	149	149	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	537								
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	538								
51	51	150	150	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	539								
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	540								
51	51	301/2	301/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	541								
51	51	603/4	603/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	542								
51	51	151	151	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	543								
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	544								
51	51	152	152	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	545								
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	546								
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	547								
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	548								
51	51	152	152	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	549								
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	550								
52	52	153	153	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	551								
52	52	613/4	613/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	552								
52	52	307/2	307/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	553								
52	52	615/4	615/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	554								
52	52	154	154	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	555								
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	556								
52	52	309/2	309/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	557								
52	52	619/4	619/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	558								
52	52	155	155	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	559								
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	560								
52	52	311/2	311/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	561								
52	52	623/4	623/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	562								
52	52	153	153	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	563								
53	53	156	156	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	564								
53	53	625/4	625/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	565								
53	53	313/2	313/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	566								
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	567								
53	53	157	157	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	568								
53	53	629/4	629/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	569								
53	53	315/2	315/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	570								
53	53	631/4	631/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	571								
53	53	158	158	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	572								
53	53	633/4	633/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	573								
53	53	317/2	317/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	574								
53	53	635/4	635/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	575								
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	576								
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	577								
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	578								
54	54	159	159	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	579								
54	54	637/4	637/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	580								
