mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	6/8	1	1	0								Allegretto	112.0			1.0	
1	1	0	0	0.0	0	0	Dynamic	6/8	1	1	0					p								
1	1	0	0	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥.=70	105.0	𝅘𝅥.	70.0	0.0	
1	1	0	0	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	0									
1	1	1	1	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1									
1	1	3/2	3/2	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/8	1	2									
1	1	3/2	3/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3									
1	1	5/2	5/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	4									
1	1	0	0	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	5									
1	1	1	1	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	6									
1	1	3/2	3/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	7									
1	1	5/2	5/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	8									
1	1	0	0	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	9									
1	1	1	1	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	10									
1	1	3/2	3/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	11									
1	1	5/2	5/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	12									
2	2	3	3	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	13									0
2	2	7/2	7/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	14									
2	2	4	4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	15									
2	2	9/2	9/2	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/8	1	16									
2	2	9/2	9/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	17									
2	2	11/2	11/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	18									
2	2	4	4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	19									
2	2	9/2	9/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	20									
2	2	11/2	11/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	21									
2	2	4	4	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	22									
2	2	9/2	9/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	23									
2	2	11/2	11/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	24									
3	3	6	6	0.0	0	0	Chord	6/8	1	1	0	grace32	1/32	1	25									
3	3	6	6	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	26		ornamentTurn							1
3	3	25/4	25/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	27									1
3	3	13/2	13/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	28									1
3	3	7	7	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	29									1
3	3	29/4	29/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	30									
3	3	15/2	15/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	31									2
3	3	33/4	33/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	32									2
3	3	17/2	17/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	33									2
3	3	35/4	35/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	34									
3	3	6	6	0.0	0	0	Dynamic	6/8	2	1	0					f								
3	3	6	6	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	35									
3	3	15/2	15/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	36									
3	3	8	8	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	37									
3	3	6	6	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	38									
4	4	9	9	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	39									3
4	4	37/4	37/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	40									3
4	4	19/2	19/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	41									3
4	4	39/4	39/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	42									3
4	4	10	10	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	43									3
4	4	41/4	41/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	44									
4	4	21/2	21/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	45									4
