mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur
6	6	15	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	41		articStaccatissimoBelow			
6	6	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	42					
6	6	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	43					
7	7	18	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	44					
7	7	73/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	45					
7	7	37/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	46					
7	7	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	47					
7	7	19	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	48					
7	7	77/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	49					
7	7	39/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	50					
7	7	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	51					
7	7	20	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	52					
7	7	81/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	53					
7	7	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	54					
7	7	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	55					
7	7	18	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	56					
7	7	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	57					
8	8	21	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	58					
8	8	85/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	59					
8	8	43/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	60					
8	8	87/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	61					
8	8	22	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	62					
8	8	89/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	63					
8	8	45/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	64					
8	8	91/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	65					
8	8	23	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	66					
8	8	93/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	67					
8	8	47/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	68					
8	8	95/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	69					
8	8	43/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	70					
8	8	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	71					
8	8	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	72					
9	9	24	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	73		articStaccatissimoAbove			
9	9	25	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p				
9	9	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	74					0
9	9	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	75					
9	9	24	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	76		articStaccatissimoAbove			
9	9	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	77					
10	10	27	0.0	0	0	Chord	3/4	1	1	0	grace32		1/32	1	78					
10	10	27	0.0	0	0	Chord	3/4	1	1	0	grace32		1/32	1	79					
10	10	27	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	80					1
10	10	28	2.0	1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	81					
10	10	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	82					
10	10	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	83					
11	11	30	0.0	0	0	Dynamic	3/4	1	1	0						f				
11	11	30	0.0	0	0	Chord	3/4	1	1	0	grace32		1/32	1	84					
11	11	30	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	85		ornamentTurn			
11	11	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	86					
11	11	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	87					2
11	11	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	88		ornamentTurn			
11	11	30	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	89					
11	11	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	90					
11	11	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	91					
12	12	33	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	92		articStaccatissimoBelow			
12	12	34	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p				
12	12	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	93					3
12	12	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	94					3
12	12	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	95					3
12	12	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	96					
12	12	33	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	97		articStaccatissimoAbove			
13	13	36	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	98					4
13	13	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	99					
13	13	37	2.0	1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	100					
13	13	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	101					
13	13	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	102					
14	14	39	0.0	0	0	Dynamic	3/4	1	1	0						f				
14	14	39	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	103		articStaccatissimoAbove			
14	14	40	2.0	1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	104		ornamentUpPrall			
14	14	41	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	105					
14	14	39	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	106		articStaccatissimoAbove			
14	14	40	2.0	1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	107					
15	15	42	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	108		articStaccatissimoBelow			
15	15	43	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p				
15	15	43	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	109					
15	15	173/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	110					
15	15	87/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	111					
15	15	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	112					
15	15	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	113					
15	15	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	114					
15	15	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	115					
15	15	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	116					
15	15	42	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	117		articStaccatissimoAbove			
16	16	45	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	118		articStaccatissimoBelow			
16	16	46	0.0	1/4	1/4	Dynamic	3/4	1	1	0						f				
16	16	46	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	119					
16	16	185/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	120					
16	16	93/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	121					
16	16	187/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	122					
16	16	47	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	123					
16	16	189/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	124					
16	16	95/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	125					
16	16	191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	126					
16	16	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	127		articStaccatissimoAbove			
16	16	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	128		articStaccatissimoAbove			
17	17	48	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	129		articStaccatissimoBelow			
17	17	49	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	130					
17	17	197/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	131					
17	17	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	132					
17	17	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	133					
17	17	50	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	134					
17	17	201/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	135					
17	17	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	136					
17	17	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	137					
17	17	48	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	138		articStaccatissimoAbove			
18	18	51	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	139					
18	18	205/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	140					
18	18	103/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	141					
18	18	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	142					
18	18	52	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	143					
18	18	209/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	144					
18	18	105/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	145					
18	18	211/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	146					
18	18	53	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	147					
18	18	213/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	148					
18	18	107/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	149					
18	18	215/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	150					
18	18	103/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	151					
18	18	207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	152					
18	18	52	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	153					
18	18	209/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	154					
18	18	105/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	155					
18	18	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	156					
18	18	53	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	157					
18	18	213/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	158					
18	18	107/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	159					
18	18	215/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	160					
19	19	54	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	161		articStaccatissimoBelow			
19	19	54	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	162		articStaccatissimoAbove			
