mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	1	0	0.0	0	0	Tempo	3/4	1	1	0									Аllegretto	112	
1	1	0	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥 = 80	80	
1	1	0	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	0		ornamentTurn				0
1	1	1	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1		articStaccatissimoBelow				
1	1	3/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2		articStaccatissimoAbove				
1	1	0	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	3						1
1	1	1	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	4						
1	1	3/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	5		articStaccatissimoBelow				
1	1	0	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	6						
1	1	2	0.0	1/2	1/2	StaffText	3/4	2	1	0								ten.			
1	1	2	0.0	1/2	1/2	Dynamic	3/4	2	1	0						p					
1	1	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	7						
2	2	3	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	8		ornamentTurn				2
2	2	4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	9		articStaccatissimoBelow				
2	2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	10		articStaccatissimoAbove				
2	2	3	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	11						3
2	2	4	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	12						
2	2	9/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	13		articStaccatissimoBelow				
2	2	3	0.0	0	0	Dynamic	3/4	2	1	0						f					
2	2	3	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	14						
2	2	5	0.0	1/2	1/2	StaffText	3/4	2	1	0								ten.			
2	2	5	0.0	1/2	1/2	Dynamic	3/4	2	1	0						p					
2	2	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	15						
3	3	6	0.0	0	0	Dynamic	3/4	1	1	0						f					
3	3	6	0.16666666666666666	0	0	Chord	3/4	1	1	1/24			1/16	2/3	16						
3	3	37/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24			1/16	2/3	17						
3	3	19/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24			1/16	2/3	18						
3	3	13/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24			1/16	2/3	19						
3	3	20/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24			1/16	2/3	20						
3	3	41/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24			1/16	2/3	21						
