mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
58	57	225/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	593						
58	57	113	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	594						
58	57	227/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	595						
59	58	114	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	596						
59	58	457/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	597						
59	58	459/4	0.0		3/16	3/16	Dynamic	2/4	1	1	0						pp					
59	58	459/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	598						
59	58	115	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	599						26
59	58	923/8	0.0625		11/32	11/32	Chord	2/4	1	1	1/64			1/64	1	600						26
59	58	1847/16	0.0625		23/64	23/64	Chord	2/4	1	1	1/64			1/64	1	601						26
59	58	231/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	602		articStaccatissimoBelow				
59	58	927/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	603						
59	58	229/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	604						
59	58	115	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	605						
59	58	231/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	606						
60	59	116	0.0		0	0	Chord	2/4	1	1	0	grace32		1/32	1	607						
60	59	116	0.0		0	0	Chord	2/4	1	1	0	grace32		1/32	1	608						
60	59	116	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	609						27
60	59	117	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	610		ornamentTurn				
60	59	116	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	611						
60	59	233/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	612						
60	59	117	0.375		1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	613						
60	59	939/8	0.0		11/32	11/32	Dynamic	2/4	2	1	0						f					
60	59	939/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	614						
60	59	235/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	615						
60	59	943/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	616						
61	60	237/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	617						
61	60	475/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	618						
61	60	119	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	619						
61	60	479/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	620						
61	60	959/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	621						
61	60	119	0.875		1/4	1/4	Chord	2/4	1	2	7/32			1/8	7/4	622						
61	60	959/8	0.125		15/32	15/32	Chord	2/4	1	2	1/32			1/32	1	623						
61	60	118	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	624						
61	60	239/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	625						
62	61	120	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	626						
62	61	481/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	627						
62	61	241/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	628						
62	61	243/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	629		ornamentTurn				
62	61	120	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	630						
62	61	241/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	631						
62	61	121	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	632						
62	61	243/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	633						
63	62	122	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	634						
63	62	245/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0						p					
63	62	245/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	635						
63	62	491/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	636						
63	62	123	0.75		1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	637						
63	62	495/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32			1/32	1	638						
63	62	991/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	639						
63	62	122	1.0		0	0	Chord	2/4	2	2	1/4			1/4	1	640						
63	62	247/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	641						
63	62	123	0.875		1/4	1/4	Chord	2/4	2	3	7/32			1/8	7/4	642						
63	62	991/8	0.125		15/32	15/32	Chord	2/4	2	3	1/32			1/32	1	643						
64	63	124	0.25		0	0	Chord	2/4	2	1	1/16			1/16	1	644						
64	63	497/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	645						
64	63	249/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	646						
64	63	251/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	647		ornamentTurn				
64	63	124	0.5		0	0	Chord	2/4	2	2	1/8			1/8	1	648						
64	63	249/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	649						
64	63	125	0.5		1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	650						
64	63	251/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	651						
65	64	126	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	652						
65	64	253/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						f					
65	64	253/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	653						
65	64	127	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	654						
65	64	255/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	655						
65	64	126	0.5		0	0	Chord	2/4	2	2	1/8			1/8	1	656						
65	64	253/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	657						
65	64	127	0.5		1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	658						
65	64	255/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	659						
66	65	128	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	660		ornamentTremblement				
66	65	257/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	661						
66	65	259/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	662						
66	65	1037/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	663						
66	65	519/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	664						
66	65	1039/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	665						
66	65	128	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	666						
66	65	257/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	667						
66	65	129	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	668						
66	65	259/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	669						
67	66	130	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	670						
67	66	261/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	671						
67	66	392/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	672						
67	66	785/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	673						
67	66	131	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	674						
67	66	263/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	675						
67	66	395/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	676						
67	66	791/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	677						
67	66	131	1.0		1/4	1/4	Chord	2/4	1	3	1/4			1/4	1	678						
67	66	130	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	679						
67	66	261/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	680						
67	66	131	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	681						
67	66	263/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	682						
68	67	132	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	683						
68	67	265/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	684						
68	67	133	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	685						
68	67	267/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	686						
68	67	132	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	687						
68	67	265/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	688						
68	67	133	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	689						
68	67	267/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	690						
69	68	134	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	691		ornamentTremblement				
69	68	269/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	692						
69	68	271/2	0.05555555555555555		3/8	3/8	Chord	2/4	1	1	1/72			1/64	8/9	693						
69	68	1220/9	0.05555555555555555		7/18	7/18	Chord	2/4	1	1	1/72			1/64	8/9	694						
69	68	2441/18	0.05555555555555555		29/72	29/72	Chord	2/4	1	1	1/72			1/64	8/9	695						
69	68	407/3	0.05555555555555555		5/12	5/12	Chord	2/4	1	1	1/72			1/64	8/9	696						
69	68	2443/18	0.05555555555555555		31/72	31/72	Chord	2/4	1	1	1/72			1/64	8/9	697						
69	68	1222/9	0.05555555555555555		4/9	4/9	Chord	2/4	1	1	1/72			1/64	8/9	698						
69	68	815/6	0.05555555555555555		11/24	11/24	Chord	2/4	1	1	1/72			1/64	8/9	699						
69	68	1223/9	0.05555555555555555		17/36	17/36	Chord	2/4	1	1	1/72			1/64	8/9	700						
69	68	2447/18	0.05555555555555555		35/72	35/72	Chord	2/4	1	1	1/72			1/64	8/9	701						
69	68	134	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	702						
69	68	269/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	703						
69	68	135	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	704						
69	68	271/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	705						
69	68	134	0.5		0	0	Chord	2/4	2	2	1/8			1/8	1	706						
69	68	269/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	707						
69	68	135	0.5		1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	708						
69	68	271/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	709						
70	69	136	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	710		ornamentTremblement				
70	69	547/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64			1/64	1	711						
70	69	2189/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64			1/64	1	712						
70	69	1095/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64			1/64	1	713						
70	69	2191/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64			1/64	1	714						
70	69	137	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	715		ornamentUpPrall				
70	69	551/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	716						
70	69	1103/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	717						
70	69	273/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	718						
70	69	137	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	719						
70	69	275/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	720						
71	70		1.0	1	0	0	Chord	2/4	1	1	1/4			1/4	1	721						
71	70		0.25	1	0	0	Chord	2/4	2	1	1/16			1/16	1	722						
71	70		0.25	1	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	723						
71	70		0.25	1	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	724						
71	70		0.25	1	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	725						
71	70		0.25	1	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	726						
71	70		0.25	1	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	727						
71	70		0.25	1	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	728						
71	70		0.25	1	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	729						
71	70		0.25	1	0	0	Chord	2/4	2	4	1/16			1/16	1	730						
72	70	138	1.0	2	0	0	Chord	2/4	1	1	1/4			1/4	1	731						
72	70	138	1.0	2	0	0	Chord	2/4	2	1	1/4			1/4	1	732						
72	70	138	1.0	2	0	0	Chord	2/4	2	4	1/4			1/4	1	733						
