mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:upprall
123	120	387	387	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1353		articStaccatissimoBelow								
123	120	775/2	775/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1354		articStaccatissimoBelow								
124	121	2329/6	2329/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1355										
124	121	1165/3	1165/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1356										
124	121	1166/3	1166/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1357										
124	121	2333/6	2333/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1358										
124	121	2335/6	2335/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1359										
124	121	1168/3	1168/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1360										
124	121	1169/3	1169/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1361										
124	121	2339/6	2339/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1362										
124	121	2341/6	2341/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1363										
124	121	1171/3	1171/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1364										
124	121	1172/3	1172/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1365										
124	121	2345/6	2345/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1366										
124	121	388	388	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1367		articStaccatissimoBelow								
124	121	777/2	777/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1368		articStaccatissimoBelow								
124	121	389	389	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1369		articStaccatissimoBelow								
124	121	779/2	779/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1370		articStaccatissimoBelow								
124	121	390	390	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1371		articStaccatissimoAbove								
124	121	781/2	781/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1372		articStaccatissimoAbove								
125	122	2347/6	2347/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1373										
125	122	1174/3	1174/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1374										
125	122	1175/3	1175/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1375										
125	122	2351/6	2351/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1376										
125	122	2353/6	2353/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1377										
125	122	1177/3	1177/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1378										
125	122	1178/3	1178/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1379										
125	122	2357/6	2357/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1380										
125	122	2359/6	2359/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1381										
125	122	1180/3	1180/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1382										
125	122	1181/3	1181/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1383										
125	122	2363/6	2363/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1384										
125	122	391	391	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1385		articStaccatissimoBelow								
125	122	783/2	783/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1386		articStaccatissimoBelow								
125	122	392	392	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1387		articStaccatissimoAbove								
125	122	785/2	785/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1388		articStaccatissimoAbove								
125	122	393	393	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1389		articStaccatissimoAbove								
125	122	787/2	787/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1390		articStaccatissimoAbove								
126	123	2365/6	2365/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1391										
126	123	1183/3	1183/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1392										
126	123	1184/3	1184/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1393										
126	123	2369/6	2369/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1394										
126	123	2371/6	2371/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1395										
126	123	1186/3	1186/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1396										
126	123	1187/3	1187/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1397										
126	123	2375/6	2375/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1398										
126	123	2377/6	2377/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1399										
126	123	1189/3	1189/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1400										
126	123	1190/3	1190/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1401										
126	123	2381/6	2381/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1402										
126	123	394	394	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1403		articStaccatissimoAbove								
126	123	789/2	789/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1404		articStaccatissimoAbove								
126	123	395	395	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1405		articStaccatissimoAbove								
126	123	791/2	791/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1406		articStaccatissimoAbove								
126	123	396	396	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1407		articStaccatissimoAbove								
126	123	793/2	793/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1408		articStaccatissimoAbove								
127	124	2383/6	2383/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1409										
127	124	1192/3	1192/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1410										
127	124	1193/3	1193/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1411										
127	124	2387/6	2387/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1412										
127	124	2389/6	2389/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1413										
127	124	1195/3	1195/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1414										
127	124	1196/3	1196/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1415										
127	124	2393/6	2393/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1416										
127	124	2395/6	2395/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1417										
127	124	1198/3	1198/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1418										
127	124	1199/3	1199/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1419										
127	124	2399/6	2399/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1420										
127	124	397	397	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1421		articStaccatissimoAbove								
127	124	795/2	795/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1422		articStaccatissimoAbove								
127	124	398	398	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1423		articStaccatissimoAbove								
127	124	797/2	797/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1424		articStaccatissimoAbove								
127	124	399	399	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1425		articStaccatissimoAbove								
127	124	799/2	799/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1426		articStaccatissimoAbove								
128	125	2401/6	2401/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1427										
128	125	1201/3	1201/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1428										
128	125	1202/3	1202/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1429										
128	125	2405/6	2405/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1430										
128	125	2407/6	2407/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1431										
128	125	1204/3	1204/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1432										
128	125	1205/3	1205/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1433										
128	125	2411/6	2411/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1434										
128	125	2413/6	2413/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1435										
128	125	1207/3	1207/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1436										
128	125	1208/3	1208/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1437										
128	125	2417/6	2417/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1438										
128	125	400	400	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1439		articStaccatissimoAbove								
128	125	801/2	801/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1440		articStaccatissimoAbove								
128	125	401	401	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1441		articStaccatissimoAbove								
128	125	803/2	803/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1442		articStaccatissimoAbove								
128	125	402	402	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1443		articStaccatissimoAbove								
128	125	805/2	805/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1444		articStaccatissimoAbove								
129	126	404	404	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1445										
129	126	1617/4	1617/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1446										
129	126	809/2	809/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1447										
129	126	1619/4	1619/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1448										
129	126	405	405	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1449										
129	126	1621/4	1621/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1450										
129	126	811/2	811/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1451										
129	126	1623/4	1623/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1452										
129	126	403	403	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1453		articStaccatissimoAbove								
129	126	405	405	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1454										
130	127	406	406	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""10.7""/><b>poco adagio</b>"							
130	127	406	406	0.0	0	0	Tempo	3/4	1	1	0								adagio	68.0			1.0		
130	127	406	406	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1455										
130	127	408	408	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1456									101	
130	127	817/2	817/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1457										
130	127	410	410	0.5	1	1	Chord	3/4	1	1	1/8		1/8	1	1458									102	
130	127	821/2	821/2	0.5	9/8	9/8	Chord	3/4	1	1	1/8		1/8	1	1459										
130	127	412	412	0.5	3/2	3/2	Chord	3/4	1	1	1/8		1/8	1	1460									103	
130	127	825/2	825/2	0.5	13/8	13/8	Chord	3/4	1	1	1/8		1/8	1	1461										
130	127	827/2	827/2	1.0	15/8	15/8	Chord	3/4	1	1	1/4		1/4	1	1462										
130	127	829/2	829/2	1.0	17/8	17/8	Chord	3/4	1	1	1/4		1/4	1	1463										
130	127	831/2	831/2	1.0	19/8	19/8	Chord	3/4	1	1	1/4		1/4	1	1464										
130	127	833/2	833/2	1.0	21/8	21/8	Chord	3/4	1	1	1/4		1/4	1	1465										
130	127	835/2	835/2	1.0	23/8	23/8	Chord	3/4	1	1	1/4		1/4	1	1466										
130	127	837/2	837/2	0.5	25/8	25/8	Chord	3/4	1	1	1/8		1/8	1	1467										
130	127	419	419	0.0	13/4	13/4	Tempo	3/4	1	1	0								allegretto	116.0			1.0		
130	127	419	419	0.5	13/4	13/4	Chord	3/4	1	1	1/8		1/8	1	1468										
130	127	839/2	839/2	0.5	27/8	27/8	Chord	3/4	1	1	1/8		1/8	1	1469										
130	127	407	407	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1470										
130	127	409	409	2.0	3/4	3/4	Chord	3/4	1	2	1/2		1/2	1	1471										
130	127	411	411	2.0	5/4	5/4	Chord	3/4	1	2	1/2		1/2	1	1472										
130	127	413	413	1.0	7/4	7/4	Chord	3/4	1	2	1/4		1/4	1	1473										
130	127	414	414	1.0	2	2	Chord	3/4	1	2	1/4		1/4	1	1474										
130	127	415	415	1.0	9/4	9/4	Chord	3/4	1	2	1/4		1/4	1	1475										
130	127	416	416	1.0	5/2	5/2	Chord	3/4	1	2	1/4		1/4	1	1476										
130	127	417	417	1.0	11/4	11/4	Chord	3/4	1	2	1/4		1/4	1	1477										
130	127	418	418	1.0	3	3	Chord	3/4	1	2	1/4		1/4	1	1478										
130	127	419	419	0.5	13/4	13/4	Chord	3/4	1	2	1/8		1/8	1	1479										
130	127	839/2	839/2	0.5	27/8	27/8	Chord	3/4	1	2	1/8		1/8	1	1480										
131	128	420	420	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1481									104	
131	128	421	421	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1482										
131	128	422	422	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1483										
131	128	845/2	845/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1484										
131	128	420	420	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1485										
131	128	422	422	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1486										
131	128	845/2	845/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1487										
132	129	423	423	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1488									105	
132	129	424	424	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1489										
132	129	425	425	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1490										
132	129	851/2	851/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1491										
132	129	423	423	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1492										
132	129	425	425	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1493										
132	129	851/2	851/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1494										
133	130	426	426	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1495									106	
133	130	853/2	853/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1496										
133	130	427	427	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1497									107	
133	130	855/2	855/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1498										
133	130	428	428	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1499									108	
133	130	857/2	857/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1500										
133	130	426	426	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1501										
133	130	427	427	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1502										
133	130	428	428	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1503										
134	131	429	429	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1504										
134	131	1717/4	1717/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1505										
134	131	859/2	859/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1506										
134	131	1719/4	1719/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1507										
134	131	430	430	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	1508										
134	131	430	430	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1509		ornamentTurn								
134	131	431	431	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1510										
134	131	863/2	863/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1511										
134	131	429	429	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1512										
134	131	859/2	859/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1513										
134	131	430	430	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1514										
135	132	432	432	0.0	0	0	Spanner	3/4	1	1	0														0
135	132	432	432	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1515										0
135	132	434	434	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1516										
135	132	869/2	869/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1517										
136	133	435	435	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1518										0
136	133	435	435	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1519									109	
136	133	436	436	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1520										
136	133	437	437	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1521										
136	133	875/2	875/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1522										
137	134	438	438	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1523										0
137	134	440	440	0.0	1/2	1/2	Spanner	3/4	1	1	0														
137	134	440	440	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1524										
137	134	881/2	881/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1525										
137	134	438	438	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1526										
137	134	439	439	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1527										
137	134	440	440	0.0	1/2	1/2	Spanner	3/4	2	1	0														1
137	134	440	440	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1528										1
138	135	441	441	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1529									110	
138	135	442	442	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1530										
138	135	443	443	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1531										
138	135	887/2	887/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1532										
138	135	441	441	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1533										1
139	136	444	444	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1534									111	
139	136	445	445	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1535										
139	136	1781/4	1781/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1536										
139	136	891/2	891/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1537										
139	136	1783/4	1783/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1538										
139	136	444	444	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1539										1
139	136	446	446	0.0	1/2	1/2	Spanner	3/4	2	1	0														
139	136	446	446	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1540										
139	136	1785/4	1785/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1541										
139	136	893/2	893/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1542										
139	136	1787/4	1787/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1543										
140	137	2683/6	2683/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1544										
140	137	1342/3	1342/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1545										
140	137	1343/3	1343/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1546										
140	137	2687/6	2687/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1547										
140	137	2689/6	2689/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1548										
140	137	1345/3	1345/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1549										
140	137	1346/3	1346/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1550										
140	137	2693/6	2693/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1551										
140	137	2695/6	2695/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1552										
140	137	1348/3	1348/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1553										
140	137	1349/3	1349/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1554										
140	137	2699/6	2699/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1555										
140	137	447	447	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1556		articStaccatissimoAbove								
140	137	895/2	895/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1557		articStaccatissimoAbove								
140	137	448	448	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1558		articStaccatissimoAbove								
140	137	897/2	897/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1559		articStaccatissimoAbove								
140	137	449	449	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1560		articStaccatissimoAbove								
140	137	899/2	899/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1561		articStaccatissimoAbove								
141	138	2701/6	2701/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1562										
141	138	1351/3	1351/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1563										
141	138	1352/3	1352/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1564										
141	138	2705/6	2705/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1565										
141	138	2707/6	2707/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1566										
141	138	1354/3	1354/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1567										
141	138	1355/3	1355/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1568										
141	138	2711/6	2711/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1569										
141	138	2713/6	2713/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1570										
141	138	1357/3	1357/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1571										
141	138	1358/3	1358/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1572										
141	138	2717/6	2717/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1573										
141	138	450	450	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1574		articStaccatissimoAbove								
141	138	901/2	901/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1575		articStaccatissimoAbove								
141	138	451	451	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1576		articStaccatissimoAbove								
141	138	903/2	903/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1577		articStaccatissimoAbove								
141	138	452	452	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1578		articStaccatissimoAbove								
141	138	905/2	905/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1579		articStaccatissimoAbove								
142	139	2719/6	2719/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1580										
142	139	1360/3	1360/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1581										
142	139	1361/3	1361/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1582										
142	139	2723/6	2723/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1583										
142	139	2725/6	2725/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1584										
142	139	1363/3	1363/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1585										
142	139	1364/3	1364/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1586										
142	139	2729/6	2729/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1587										
142	139	2731/6	2731/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1588										
142	139	1366/3	1366/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1589										
142	139	1367/3	1367/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1590										
142	139	2735/6	2735/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1591										
142	139	453	453	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1592		articStaccatissimoAbove								
142	139	907/2	907/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1593		articStaccatissimoAbove								
142	139	454	454	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1594		articStaccatissimoAbove								
142	139	909/2	909/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1595		articStaccatissimoAbove								
142	139	455	455	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1596		articStaccatissimoAbove								
142	139	911/2	911/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1597		articStaccatissimoAbove								
143	140	2737/6	2737/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1598										
143	140	1369/3	1369/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1599										
143	140	1370/3	1370/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1600										
143	140	2741/6	2741/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1601										
