mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
2	2	4	4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	20		articStaccatissimoAbove							
2	2	5	5	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	21		articStaccatissimoAbove							
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	22		articStaccatissimoBelow							
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	23		articStaccatissimoBelow							
3	3	6	6	0.0	0	0	Dynamic	3/4	1	1	0				f								
3	3	6	6	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	24									
3	3	49/8	49/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	25									
3	3	25/4	25/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	26									
3	3	51/8	51/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	27									
3	3	13/2	13/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	28									
3	3	53/8	53/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	29									
3	3	27/4	27/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	30									
3	3	55/8	55/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	31									
3	3	29/4	29/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	32									
3	3	59/8	59/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	33									
3	3	31/4	31/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	34									
3	3	63/8	63/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	35									
3	3	33/4	33/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	36									
3	3	67/8	67/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	37									
3	3	35/4	35/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	38									
3	3	71/8	71/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	39									
3	3	7	7	0.125	1/4	1/4	Chord	3/4	1	2	1/32	1/32	1	40									
3	3	57/8	57/8	0.125	9/32	9/32	Chord	3/4	1	2	1/32	1/32	1	41									
3	3	15/2	15/2	0.125	3/8	3/8	Chord	3/4	1	2	1/32	1/32	1	42									
3	3	61/8	61/8	0.125	13/32	13/32	Chord	3/4	1	2	1/32	1/32	1	43									
3	3	8	8	0.125	1/2	1/2	Chord	3/4	1	2	1/32	1/32	1	44									
3	3	65/8	65/8	0.125	17/32	17/32	Chord	3/4	1	2	1/32	1/32	1	45									
3	3	17/2	17/2	0.125	5/8	5/8	Chord	3/4	1	2	1/32	1/32	1	46									
3	3	69/8	69/8	0.125	21/32	21/32	Chord	3/4	1	2	1/32	1/32	1	47									
4	4	37/4	37/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	48									
4	4	75/8	75/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	49									
4	4	39/4	39/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	50									
4	4	79/8	79/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	51									
4	4	83/8	83/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	52									
4	4	21/2	21/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	53									
4	4	85/8	85/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	54									
4	4	43/4	43/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	55									
4	4	87/8	87/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	56									
4	4	11	11	0.125	1/2	1/2	Chord	3/4	1	1	1/32	1/32	1	57									
4	4	89/8	89/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	58									
4	4	45/4	45/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	59									
4	4	91/8	91/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	60									
4	4	23/2	23/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	61									
4	4	93/8	93/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	62									
4	4	47/4	47/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	63									
4	4	95/8	95/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	64									
4	4	9	9	0.125	0	0	Chord	3/4	1	2	1/32	1/32	1	65									
4	4	73/8	73/8	0.125	1/32	1/32	Chord	3/4	1	2	1/32	1/32	1	66									
4	4	19/2	19/2	0.125	1/8	1/8	Chord	3/4	1	2	1/32	1/32	1	67									
4	4	77/8	77/8	0.125	5/32	5/32	Chord	3/4	1	2	1/32	1/32	1	68									
4	4	10	10	0.125	1/4	1/4	Chord	3/4	1	2	1/32	1/32	1	69									
4	4	81/8	81/8	0.125	9/32	9/32	Chord	3/4	1	2	1/32	1/32	1	70									
4	4	41/4	41/4	0.125	5/16	5/16	Chord	3/4	1	2	1/32	1/32	1	71									
5	5	12	12	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	72									
5	5	97/8	97/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	73									
5	5	49/4	49/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	74									
5	5	99/8	99/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	75									
5	5	25/2	25/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	76									
5	5	101/8	101/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	77									
5	5	51/4	51/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	78									
5	5	103/8	103/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	79									
5	5	13	13	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	80		articStaccatissimoAbove							
5	5	113/8	113/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	81									
5	5	57/4	57/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	82									
5	5	115/8	115/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	83									
5	5	29/2	29/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	84									
5	5	117/8	117/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	85									
5	5	59/4	59/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	86									
5	5	119/8	119/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	87									
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	88									0
6	6	121/8	121/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	89									
6	6	61/4	61/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	90									
6	6	123/8	123/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	91									
6	6	31/2	31/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	92									
6	6	125/8	125/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	93									
6	6	63/4	63/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	94									
6	6	127/8	127/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	95									
6	6	16	16	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	96									
6	6	65/4	65/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0				p								
6	6	65/4	65/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	97									
6	6	33/2	33/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	98									
6	6	67/4	67/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	99									
6	6	17	17	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	100									
6	6	69/4	69/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	101									
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	102									
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	103									
6	6	15	15	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	104		articStaccatissimoAbove							
6	6	15	15	0.5	0	0	Chord	3/4	2	4	1/8	1/8	1	105									
7	7	19	19	0.0	1/4	1/4	Dynamic	3/4	1	1	0				f								
7	7	39/2	39/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	106									
7	7	157/8	157/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	107									
7	7	79/4	79/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	108									
7	7	159/8	159/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	109									
7	7	20	20	0.125	1/2	1/2	Chord	3/4	1	1	1/32	1/32	1	110									
7	7	161/8	161/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	111									
7	7	81/4	81/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	112									
7	7	163/8	163/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	113									
7	7	41/2	41/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	114									
7	7	165/8	165/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	115									
7	7	83/4	83/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	116									
7	7	167/8	167/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	117									
7	7	18	18	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	118									1
7	7	73/4	73/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	119									1
7	7	37/2	37/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	120									1
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	121									
7	7	153/8	153/8	0.125	9/32	9/32	Chord	3/4	2	1	1/32	1/32	1	122									
7	7	77/4	77/4	0.125	5/16	5/16	Chord	3/4	2	1	1/32	1/32	1	123									
7	7	155/8	155/8	0.125	11/32	11/32	Chord	3/4	2	1	1/32	1/32	1	124									
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	125									
8	8	21	21	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	126									
8	8	169/8	169/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	127									
8	8	85/4	85/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	128									
8	8	171/8	171/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	129									
8	8	43/2	43/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	130									
8	8	173/8	173/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	131									
8	8	87/4	87/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	132									
8	8	175/8	175/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	133									
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	134									
8	8	23	23	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	135		ornamentUpPrall							
8	8	95/4	95/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	136									
8	8	191/8	191/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	137									
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	138									
8	8	22	22	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	139									
9	9	24	24	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	140									
9	9	193/8	193/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	141									
9	9	97/4	97/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	142									
9	9	195/8	195/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	143									
9	9	49/2	49/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	144									
9	9	197/8	197/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	145									
9	9	99/4	99/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	146									
9	9	199/8	199/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	147									
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	148									
9	9	26	26	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	149		ornamentUpPrall							
9	9	107/4	107/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	150									
9	9	215/8	215/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	151									
9	9	25	25	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	152									
10	10	27	27	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	153									
10	10	217/8	217/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	154									
10	10	109/4	109/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	155									
10	10	219/8	219/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	156									
10	10	55/2	55/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	157									
10	10	221/8	221/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	158									
10	10	111/4	111/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	159									
10	10	223/8	223/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	160									
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	161									
10	10	29	29	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	162		ornamentUpPrall							
10	10	119/4	119/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	163									
10	10	239/8	239/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	164									
10	10	28	28	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	165									
11	11	30	30	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	166									
11	11	241/8	241/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	167									
11	11	121/4	121/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	168									
11	11	243/8	243/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	169									
11	11	61/2	61/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	170									
11	11	245/8	245/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	171									
11	11	123/4	123/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	172									
11	11	247/8	247/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	173									
11	11	31	31	0.125	1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	174									
11	11	249/8	249/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	175									
11	11	125/4	125/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	176									
11	11	251/8	251/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	177									
11	11	63/2	63/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	178									
11	11	253/8	253/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	179									
11	11	127/4	127/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	180									
11	11	255/8	255/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	181									
11	11	32	32	0.125	1/2	1/2	Chord	3/4	1	1	1/32	1/32	1	182									
11	11	257/8	257/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	183									
11	11	129/4	129/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	184									
11	11	259/8	259/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	185									
11	11	65/2	65/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	186									
11	11	261/8	261/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	187									
11	11	131/4	131/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	188									
11	11	263/8	263/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	189									
12	12	33	33	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	190									
12	12	265/8	265/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	191									
12	12	133/4	133/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	192									
12	12	267/8	267/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	193									
12	12	67/2	67/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	194									
12	12	269/8	269/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	195									
12	12	135/4	135/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	196									
12	12	271/8	271/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	197									
12	12	34	34	0.125	1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	198									
12	12	273/8	273/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	199									
12	12	137/4	137/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	200									
12	12	275/8	275/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	201									
12	12	69/2	69/2	0.125	3/8	3/8	Chord	3/4	2	1	1/32	1/32	1	202									
12	12	277/8	277/8	0.125	13/32	13/32	Chord	3/4	2	1	1/32	1/32	1	203									
12	12	139/4	139/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32	1/32	1	204									
12	12	279/8	279/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32	1/32	1	205									
12	12	35	35	0.125	1/2	1/2	Chord	3/4	2	1	1/32	1/32	1	206									
12	12	281/8	281/8	0.125	17/32	17/32	Chord	3/4	2	1	1/32	1/32	1	207									
12	12	141/4	141/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32	1/32	1	208									
12	12	283/8	283/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32	1/32	1	209									
12	12	71/2	71/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32	1/32	1	210									
12	12	285/8	285/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32	1/32	1	211									
12	12	143/4	143/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32	1/32	1	212									
12	12	287/8	287/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32	1/32	1	213									
13	13	36	36	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	214									
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	215									
13	13	37	37	0.375	1/4	1/4	Chord	3/4	1	1	3/32	1/16	3/2	216		articStaccatissimoBelow							
13	13	299/8	299/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	217									
13	13	75/2	75/2	0.375	3/8	3/8	Chord	3/4	1	1	3/32	1/16	3/2	218		articStaccatissimoBelow							
13	13	303/8	303/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	219									
13	13	38	38	0.375	1/2	1/2	Chord	3/4	1	1	3/32	1/16	3/2	220		articStaccatissimoBelow							
13	13	307/8	307/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	221									
13	13	77/2	77/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32	1/16	3/2	222		articStaccatissimoBelow							
13	13	311/8	311/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	223									
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	224									
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	225		articStaccatissimoBelow							
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	226		articStaccatissimoBelow							
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	227		articStaccatissimoBelow							
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	228		articStaccatissimoBelow							
14	14	39	39	0.375	0	0	Chord	3/4	1	1	3/32	1/16	3/2	229		articStaccatissimoBelow							
14	14	315/8	315/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	230									
14	14	79/2	79/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32	1/16	3/2	231		articStaccatissimoBelow							
14	14	319/8	319/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	232									
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	233		articStaccatissimoAbove							
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	234		articStaccatissimoAbove							
14	14	83/2	83/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	235									
14	14	333/8	333/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	236									
14	14	167/4	167/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	237									
14	14	335/8	335/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	238									
14	14	39	39	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	239		articStaccatissimoAbove							
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	240		articStaccatissimoAbove							
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	241		articStaccatissimoAbove							
14	14	41	41	0.0	1/2	1/2	StaffText	3/4	2	1	0						ten.						
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	242									
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	243									2
15	15	43	43	0.375	1/4	1/4	Chord	3/4	1	1	3/32	1/16	3/2	244									
15	15	347/8	347/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	245									
15	15	87/2	87/2	0.375	3/8	3/8	Chord	3/4	1	1	3/32	1/16	3/2	246		articStaccatissimoBelow							
15	15	351/8	351/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	247									
15	15	44	44	0.375	1/2	1/2	Chord	3/4	1	1	3/32	1/16	3/2	248		articStaccatissimoBelow							
15	15	355/8	355/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	249									
15	15	89/2	89/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32	1/16	3/2	250		articStaccatissimoBelow							
15	15	359/8	359/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	251									
15	15	85/2	85/2	0.125	1/8	1/8	Chord	3/4	2	1	1/32	1/32	1	252									
15	15	341/8	341/8	0.125	5/32	5/32	Chord	3/4	2	1	1/32	1/32	1	253									
15	15	171/4	171/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32	1/32	1	254									
15	15	343/8	343/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32	1/32	1	255									
15	15	43	43	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	256									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	257									
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	258									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	259									
16	16	45	45	0.0	0	0	Dynamic	3/4	1	1	0				p								
16	16	95/2	95/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0				f								
16	16	95/2	95/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	260									
16	16	381/8	381/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	261									
16	16	191/4	191/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	262									
16	16	383/8	383/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	263									
16	16	45	45	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	264									
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	265									
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	266									
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	267									
16	16	46	46	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	268									
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	269									
16	16	93/2	93/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	270									
